"","Measurement Year","Measure Name","Statewide Average","Medical Group Name","Clinic Name","Clinic City","Clinic Zip Code","Denominator","Actual Rate","Expected Rate","Healthscore Rating","County","Metropolitan.Micropolitan.Statistical.Area","FIPS.County.Code","police_score","sk2014","total_covid_count21","Days.with.AQI","Good.Days","Unhealthy.Days","Max.AQI","Median.AQI","educ_pct"
"1537",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Amery Hospital and Clinic","AHC - Amery","Amery",54001,190,0.6789,0.4582,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Appleton Area Health Services","Appleton Clinic","Appleton",56208,87,0.4483,0.4321,"Expected","Swift",NA,NA,45,NA,419319,NA,NA,NA,NA,NA,NA
"1539",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Associated Clinic of Psychology","Associated Clinic of Psychology-Apple Valley","Apple Valley",55124,164,0.2134,0.4401,"Below Expected","Dakota","Metropolitan Statistical Area",37,60,-0.279111224164893,17626295,365,303,2,155,30,43.6
"1540",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Associated Clinic of Psychology","Associated Clinic of Psychology-Brooklyn Center","Brooklyn Center",55430,89,0.2135,0.4279,"Below Expected","Hennepin","Metropolitan Statistical Area",53,47,0.450817622828358,47554264,365,263,3,155,39,53.2
"1541",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Associated Clinic of Psychology","Associated Clinic of Psychology-Minneapolis","Minneapolis",55416,402,0.2935,0.4237,"Below Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"1542",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Associated Clinic of Psychology","Associated Clinic of Psychology-St Louis Park","St. Louis Park",55426,207,0.1208,0.4425,"Below Expected","Hennepin","Metropolitan Statistical Area",53,58,0.450817622828358,47554264,365,263,3,155,39,53.2
"1543",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Associated Clinic of Psychology","Associated Clinic of Psychology-West St. Paul","West St. Paul",55118,243,0.3045,0.4365,"Below Expected","Dakota","Metropolitan Statistical Area",37,52,-0.279111224164893,17626295,365,303,2,155,30,43.6
"1544",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Boynton Health Service","Boynton Health Service","Minneapolis",55455,1501,0.3951,0.3814,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"1545",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Boynton Health Service","Boynton Health Service St. Paul","St. Paul",55108,33,0.2727,0.3914,"Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"1546",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Catholic Charities Behavioral Health Clinic","Catholic Charities Behavioral Health Clinic","St. Cloud",56303,70,0.3143,0.4287,"Expected","Stearns","Metropolitan Statistical Area",145,45,0.455057286992888,8725973,362,289,2,228,36,28
"1547",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CCM Health","CCM HEALTH","Montevideo",56265,210,0.3476,0.4589,"Below Expected","Chippewa",NA,NA,58,NA,597440,NA,NA,NA,NA,NA,NA
"1548",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Cedar Riverside People's Center","Cedar Riverside People's Center - People's Center Medical Clinic","Minneapolis",55454,64,0.25,0.35,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"1549",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","Carris Health - New London Clinic","New London",56273,123,0.5041,0.4536,"Expected","Kandiyohi","Micropolitan Statistical Area",67,NA,1.13552338539996,2599318,NA,NA,NA,NA,NA,NA
"1550",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","Carris Health - Redwood Clinic","Redwood Falls",56283,144,0.3333,0.4533,"Below Expected","Redwood",NA,NA,39,NA,699981,NA,NA,NA,NA,NA,NA
"1551",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","Carris Health - Rice memorial Hosp BH Outpatient","Willmar",56201,34,0.4412,0.4417,"Expected","Kandiyohi","Micropolitan Statistical Area",67,49,1.13552338539996,2599318,NA,NA,NA,NA,NA,NA
"1552",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","Carris Health - Willmar Main Clinic","Willmar",56201,332,0.4398,0.4351,"Expected","Kandiyohi","Micropolitan Statistical Area",67,49,1.13552338539996,2599318,NA,NA,NA,NA,NA,NA
"1553",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","Centracare Clinic - Albany","Albany",56307,116,0.4569,0.4608,"Expected","Stearns","Metropolitan Statistical Area",145,53,0.455057286992888,8725973,362,289,2,228,36,28
"1554",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Clinic - Becker","Becker",55308,110,0.3727,0.4557,"Expected","Sherburne","Metropolitan Statistical Area",141,47,-0.303842598457984,4589038,NA,NA,NA,NA,NA,25.8
"1555",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Clinic - Big Lake","Big Lake",55309,133,0.2331,0.4522,"Below Expected","Sherburne","Metropolitan Statistical Area",141,55,-0.303842598457984,4589038,NA,NA,NA,NA,NA,25.8
"1556",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Clinic - Northway","St. Cloud",56303,392,0.2857,0.4245,"Below Expected","Stearns","Metropolitan Statistical Area",145,45,0.455057286992888,8725973,362,289,2,228,36,28
"1557",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","Centracare Clinic - SCMG Clearwater Medical Clinic","Clearwater",55320,64,0.4375,0.4625,"Expected","Wright","Metropolitan Statistical Area",171,NA,-0.0671280159383919,6331190,357,267,2,182,39,34.9
"1558",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","Centracare Clinic - SCMG Cold Spring Medical Clinic","Cold Spring",56320,53,0.3396,0.4569,"Expected","Stearns","Metropolitan Statistical Area",145,50,0.455057286992888,8725973,362,289,2,228,36,28
"1559",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","Centracare Clinic - SCMG Northwest","St. Cloud",56303,851,0.3772,0.4335,"Below Expected","Stearns","Metropolitan Statistical Area",145,45,0.455057286992888,8725973,362,289,2,228,36,28
"1560",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","Centracare Clinic - SCMG St. Cloud Medical Group â€“ South","St. Cloud",56301,361,0.3407,0.4233,"Below Expected","Stearns","Metropolitan Statistical Area",145,45,0.455057286992888,8725973,362,289,2,228,36,28
"1561",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Clinic - St. Joseph","St. Joseph",56374,133,0.3609,0.4417,"Expected","Stearns","Metropolitan Statistical Area",145,51,0.455057286992888,8725973,362,289,2,228,36,28
"1562",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Health - Family Health Center","St Cloud",56303,235,0.2723,0.4082,"Below Expected","Stearns","Metropolitan Statistical Area",145,NA,0.455057286992888,8725973,362,289,2,228,36,28
"1563",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Health - Long Prairie","Long Prairie",56347,91,0.2967,0.4417,"Expected","Todd",NA,NA,52,NA,1163565,NA,NA,NA,NA,NA,NA
"1564",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Health - Melrose","Melrose",56352,147,0.3878,0.4489,"Expected","Stearns","Metropolitan Statistical Area",145,53,0.455057286992888,8725973,362,289,2,228,36,28
"1565",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Health - Paynesville Clinic","Paynesville",56362,118,0.339,0.4567,"Expected","Stearns","Metropolitan Statistical Area",145,63,0.455057286992888,8725973,362,289,2,228,36,28
"1566",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Health - Paynesville-Richmond","Richmond",56368,97,0.4021,0.4406,"Expected","Stearns","Metropolitan Statistical Area",145,48,0.455057286992888,8725973,362,289,2,228,36,28
"1567",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Health - Sauk Centre","Sauk Centre",56378,113,0.3363,0.4523,"Expected","Stearns","Metropolitan Statistical Area",145,44,0.455057286992888,8725973,362,289,2,228,36,28
"1568",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Health Plaza - Internal Medicine","St. Cloud",56303,129,0.5659,0.48,"Expected","Stearns","Metropolitan Statistical Area",145,45,0.455057286992888,8725973,362,289,2,228,36,28
"1569",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare Health Plaza - Pediatrics","St. Cloud",56303,34,0.3235,0.3874,"Expected","Stearns","Metropolitan Statistical Area",145,45,0.455057286992888,8725973,362,289,2,228,36,28
"1570",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","CentraCare River Campus - Internal Medicine","St. Cloud",56303,150,0.42,0.4903,"Expected","Stearns","Metropolitan Statistical Area",145,45,0.455057286992888,8725973,362,289,2,228,36,28
"1571",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"CentraCare Health","St Cloud Hospital - Behavioral Health Clinic","St Cloud",56303,139,0.3309,0.4211,"Expected","Stearns","Metropolitan Statistical Area",145,NA,0.455057286992888,8725973,362,289,2,228,36,28
"1572",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Central Pediatrics","Central Pediatrics Woodbury","Woodbury",55125,33,0.303,0.3988,"Expected","Washington","Metropolitan Statistical Area",163,65,-0.291123605964394,10461619,227,205,0,119,35,48.8
"1573",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Cuyuna Regional Medical Center","Cuyuna Regional Medical Center - Baxter","Baxter",56425,137,0.3942,0.4356,"Expected","Crow Wing","Micropolitan Statistical Area",35,45,0.935552558972957,2680904,357,305,2,222,33,28.1
"1574",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Cuyuna Regional Medical Center","Cuyuna Regional Medical Center - Crosby Clinic","Crosby",56441,264,0.4848,0.455,"Expected","Crow Wing","Micropolitan Statistical Area",35,53,0.935552558972957,2680904,357,305,2,222,33,28.1
"1575",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Dawson Clinic","Johnson Memorial Health Services - Dawson Clinic","Dawson",56232,100,0.28,0.4581,"Below Expected","Lac Qui Parle",NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA
"1576",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Duluth Family Medicine Clinic (Formerly Duluth Family Practice Center)","Duluth Family Medicine Clinic (formerly Duluth Family Practice Center)","Duluth",55805,232,0.0517,0.3845,"Below Expected","Saint Louis",NA,NA,47,NA,NA,365,308,2,157,35,NA
"1577",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Edina Sports Health & Wellness","Edina Sports + Family Medicine","Edina",55435,150,0.3733,0.4704,"Expected","Hennepin","Metropolitan Statistical Area",53,57,0.450817622828358,47554264,365,263,3,155,39,53.2
"1578",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - Como/Roseville (formerly Family HealthServices Minnesota - Larpenteur Clinic)","St. Paul",55113,95,0.5158,0.4442,"Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"1579",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - East Side (formerly Family HealthServices Minnesota - Maryland Clinic)","St. Paul",55106,168,0.3869,0.4199,"Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"1580",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - Highland (formerly Family HealthServices Minnesota - Highland Family Physicians)","St. Paul",55105,148,0.6216,0.4474,"Above Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"1581",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - Inver Grove Heights (formerly Family HealthServices Minnesota - Inver Grove Heights)","Inver Grove Heights",55076,136,0.3456,0.4512,"Expected","Dakota","Metropolitan Statistical Area",37,65,-0.279111224164893,17626295,365,303,2,155,30,43.6
"1582",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - North St. Paul (formerly Family HealthServices Minnesota - North St. Paul Clinic)","North St. Paul",55109,155,0.4581,0.4478,"Expected","Ramsey","Metropolitan Statistical Area",123,59,0.671280159383919,19903324,365,295,0,148,30,44.5
"1583",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - Shoreview (formerly Family HealthServices Minnesota - Shoreview)","Shoreview",55126,171,0.7018,0.4627,"Above Expected","Ramsey","Metropolitan Statistical Area",123,50,0.671280159383919,19903324,365,295,0,148,30,44.5
"1584",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - Vadnais Heights (formerly Family HealthServices Minnesota - Vadnais Heights)","Vadnais Heights",55110,115,0.6,0.466,"Above Expected","Ramsey","Metropolitan Statistical Area",123,52,0.671280159383919,19903324,365,295,0,148,30,44.5
"1585",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - West St. Paul (formerly Family HealthServices Minnesota - Gorman Clinic)","West St. Paul",55118,147,0.4898,0.4348,"Expected","Dakota","Metropolitan Statistical Area",37,52,-0.279111224164893,17626295,365,303,2,155,30,43.6
"1586",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - White Bear Lake/Banning Ave (formerly Family Health Services MN Banning Clinic)","White Bear Lake",55110,203,0.5567,0.4592,"Above Expected","Ramsey","Metropolitan Statistical Area",123,60,0.671280159383919,19903324,365,295,0,148,30,44.5
"1587",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Entira Family Clinics (formerly Family Health Services MN)","Entira Family Clinics - Woodbury (formerly Family HealthServices Minnesota - Woodbury)","Woodbury",55125,227,0.4141,0.4579,"Expected","Washington","Metropolitan Statistical Area",163,65,-0.291123605964394,10461619,227,205,0,119,35,48.8
"1588",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Ashland Clinic","Ashland",54806,204,0.7941,0.43,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Baxter Clinic","Baxter",56425,364,0.6923,0.4321,"Above Expected","Crow Wing","Micropolitan Statistical Area",35,45,0.935552558972957,2680904,357,305,2,222,33,28.1
"1590",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Brainerd Clinic","Brainerd",56401,243,0.6996,0.4578,"Above Expected","Crow Wing","Micropolitan Statistical Area",35,52,0.935552558972957,2680904,357,305,2,222,33,28.1
"1591",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Crosslake Clinic","Crosslake",56442,48,0.7917,0.4679,"Above Expected","Crow Wing","Micropolitan Statistical Area",35,NA,0.935552558972957,2680904,357,305,2,222,33,28.1
"1592",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Deer River Clinic","Deer River",56636,89,0.6742,0.434,"Above Expected","Itasca","Micropolitan Statistical Area",61,NA,0.710850358252866,1752381,NA,NA,NA,NA,NA,NA
"1593",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Duluth Clinic","Duluth",55805,106,0.4906,0.4077,"Expected","Saint Louis",NA,NA,47,NA,NA,365,308,2,157,35,NA
"1594",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Duluth Clinic 1st St","Duluth",55805,329,0.7416,0.4329,"Above Expected","Saint Louis",NA,NA,47,NA,NA,365,308,2,157,35,NA
"1595",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Ely Clinic","Ely",55731,98,0.8265,0.4516,"Above Expected","Saint Louis",NA,NA,53,NA,NA,365,308,2,157,35,NA
"1596",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Grand Rapids Clinic","Grand Rapids",55744,182,0.6429,0.4248,"Above Expected","Itasca","Micropolitan Statistical Area",61,48,0.710850358252866,1752381,NA,NA,NA,NA,NA,NA
"1597",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Hackensack Clinic","Hackensack",56452,41,0.7317,0.4262,"Above Expected","Cass","Micropolitan Statistical Area",21,NA,1.40332883845944,1151567,352,241,4,251,44,NA
"1598",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Hayward Clinic","Hayward",54843,186,0.6667,0.4233,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Hermantown Clinic","Hermantown",55811,356,0.6742,0.4303,"Above Expected","Saint Louis",NA,NA,45,NA,NA,365,308,2,157,35,NA
"1600",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Hibbing Clinic","Hibbing",55746,85,0.5294,0.4304,"Expected","Saint Louis",NA,NA,54,NA,NA,365,308,2,157,35,NA
"1601",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East International Falls Clinic","International Falls",56649,147,0.7211,0.4257,"Above Expected","Koochiching",NA,NA,51,NA,375482,NA,NA,NA,NA,NA,NA
"1602",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Lakeside Clinic","Duluth",55804,280,0.7536,0.4388,"Above Expected","Saint Louis",NA,NA,47,NA,NA,365,308,2,157,35,NA
"1603",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Lakewalk Clinic","Duluth",55812,395,0.6962,0.4142,"Above Expected","Saint Louis",NA,NA,47,NA,NA,365,308,2,157,35,NA
"1604",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Northern Pines Clinic","Aurora",55705,102,0.6961,0.4296,"Above Expected","Saint Louis",NA,NA,43,NA,NA,365,308,2,157,35,NA
"1605",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Pequot Lakes Clinic","Pequot Lakes",56472,48,0.7292,0.429,"Above Expected","Crow Wing","Micropolitan Statistical Area",35,NA,0.935552558972957,2680904,357,305,2,222,33,28.1
"1606",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Pierz Clinic","Pierz",56364,62,0.7419,0.4315,"Above Expected","Morrison",NA,NA,NA,NA,1646665,NA,NA,NA,NA,NA,NA
"1607",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Pillager Clinic","Pillager",56473,50,0.9,0.4547,"Above Expected","Cass","Micropolitan Statistical Area",21,NA,1.40332883845944,1151567,352,241,4,251,44,NA
"1608",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Pine River Clinic","Pine River",56474,81,0.7037,0.438,"Above Expected","Cass","Micropolitan Statistical Area",21,NA,1.40332883845944,1151567,352,241,4,251,44,NA
"1609",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Proctor Clinic","Proctor",55810,103,0.7087,0.4393,"Above Expected","Saint Louis",NA,NA,50,NA,NA,365,308,2,157,35,NA
"1610",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Spooner Clinic","Spooner",54801,87,0.7816,0.4524,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Superior Clinic","Superior",54880,500,0.788,0.4206,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East Virginia Clinic","Virginia",55792,190,0.6684,0.4242,"Above Expected","Saint Louis",NA,NA,36,NA,NA,365,308,2,157,35,NA
"1613",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH East West Duluth Clinic","Duluth",55807,408,0.7696,0.4124,"Above Expected","Saint Louis",NA,NA,47,NA,NA,365,308,2,157,35,NA
"1614",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West 52nd Avenue Clinic","Fargo",58104,453,0.7417,0.4319,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West 7 Day Clinic Osgood","Fargo",58104,68,0.7059,0.4278,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Ada Clinic","Ada",56510,36,0.7222,0.4044,"Above Expected","Norman",NA,NA,NA,NA,232108,NA,NA,NA,NA,NA,NA
"1617",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Casselton Clinic","Casselton",58012,36,0.75,0.4617,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Detroit Lakes Clinic","Detroit Lakes",56501,311,0.7653,0.4331,"Above Expected","Becker",NA,NA,45,NA,1523010,357,252,5,191,43,NA
"1619",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Fosston Clinic","Fosston",56542,169,0.7988,0.4266,"Above Expected","Polk","Metropolitan Statistical Area",119,NA,1.87463817141636,1540407,NA,NA,NA,NA,NA,NA
"1620",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Jamestown Clinic","Jamestown",58401,91,0.7582,0.4414,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Lisbon","Lisbon",58054,37,0.7838,0.44,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Moorhead","Moorhead",56560,342,0.6637,0.4214,"Above Expected","Clay","Metropolitan Statistical Area",27,51,-0.182305559074791,3178142,NA,NA,NA,NA,NA,46.6
"1623",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Park Rapids Clinic","Park Rapids",56470,299,0.7023,0.4259,"Above Expected","Hubbard",NA,NA,50,NA,803214,NA,NA,NA,NA,NA,NA
"1624",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West South University Clinic","Fargo",58103,170,0.7176,0.4489,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Valley City Clinic","Valley City",58072,80,0.825,0.4476,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Wahpeton Clinic","Wahpeton",58075,158,0.7152,0.4489,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West Walker Clinic","Walker",56484,42,0.7857,0.4328,"Above Expected","Cass","Micropolitan Statistical Area",21,NA,1.40332883845944,1151567,352,241,4,251,44,NA
"1628",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West West Acres Clinic","Fargo",58103,258,0.6434,0.4226,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Essentia Health","EH West West Fargo Clinic","West Fargo",58078,298,0.7617,0.4353,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Fairview Health Services","HealthEast Outpatient Mental Health and Addiction Care Clinic-St. Joseph's Hospital","St. Paul",55102,163,0.2454,0.4448,"Below Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"1631",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Fairview Health Services","M Health Fairview - Primary Care Center","Minneapolis",55455,96,0.3542,0.4429,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"1632",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Fairview Health Services","M Health Fairview - Psychiatry Clinic","Minneapolis",55454,311,0.3826,0.4316,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"1633",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Fairview Health Services","M Health Fairview Center for Sexual Health","Minneapolis",55454,83,0.2892,0.4202,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"1634",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Fairview Health Services","M Health Fairview Clinic - Phalen Village","St. Paul",55106,98,0.2143,0.4032,"Below Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"1635",2021,"PHQ-9 Follow-up Rate at 12 Months Adult",0.4393,"Fairview Health Services","M Health Fairview Clinic - Smiley's","Minneapolis",55407,244,0.4016,0.41,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
