"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
29C0001102,PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,10561 JEFFREYS ST SUITE 130,HENDERSON,NV,89052,,(702) 724-8900,97,3,0,98,92,6,2,95,90,9,1,95,86,13,1,95,,2255,468,21,01/01/2021,12/31/2021
30C0001014,DARTMOUTH-HITCHCOCK AMBULATORY SURGERY CENTER,100 HITCHCOCK WAY,MANCHESTER,NH,03104,,(603) 629-8127,99,1,0,99,93,6,1,96,94,5,1,97,92,6,2,96,,1713,468,27,01/01/2021,12/31/2021
30C0001031,DARTMOUTH HITCHCOCK NASHUA ENDOSCOPY CENTER,2300 SOUTHWOOD DR,NASHUA,NH,03063,,(603) 629-8127,99,1,0,99,93,5,2,96,93,6,1,96,91,8,1,97,,1390,366,26,01/01/2021,12/31/2021
30C0001042,NORTH ATLANTIC SURGICAL SUITES LLC,23 KEEWAYDIN DR SUITE 100,SALEM,NH,03079,,(603) 386-0272,,,,,,,,,,,,,,,,,4,,,,,
30C0001044,ATLANTIC COAST SURGICAL SUITES LLC,325-2 LAFAYETTE RD,SEABROOK,NH,03874,,(603) 218-1793,,,,,,,,,,,,,,,,,4,,,,,
31C0001035,BERGEN GASTROENTEROLOGY PC,"466 OLD HOOK RD, SUITE 1",EMERSON,NJ,07630,,(201) 967-8221,97,3,0,98,91,7,2,94,85,14,1,94,81,17,2,93,,1632,417,26,01/01/2021,12/31/2021
31C0001099,SHORE OUTPATIENT SURGICENTER LLC,360 ROUTE 70,LAKEWOOD,NJ,08201,,(732) 942-9835,97,3,0,98,92,6,2,95,91,7,2,96,84,14,2,94,,1074,357,33,01/01/2021,12/31/2021
31C0001118,CENTRAL JERSEY SURGERY CENTER LLC,97 CORBETT WAY,EATONTOWN,NJ,07724,,(732) 460-2777,98,2,0,99,91,7,2,95,90,9,1,96,87,12,1,95,,959,372,39,01/01/2021,12/31/2021
31C0001126,SHREWSBURY SURGERY CENTER,655 SHREWSBURY AVE,SHREWSBURY,NJ,07702,,(732) 450-6000,99,1,0,99,91,7,2,95,95,5,0,97,93,7,0,98,,948,258,27,01/01/2021,12/31/2021
31C0001147,SAME DAY SURGERY CENTER OF CENTRAL JERSEY LLC,225 MAY ST. UNIT C,EDISON,NJ,08837,,(732) 661-0570,97,3,0,99,91,7,2,95,88,10,2,95,83,16,1,94,,1765,417,24,01/01/2021,12/31/2021
31C0001150,ORTHOPAEDIC SURGERY CENTER OF NORTHWEST JERSEY LLC,3130 ROUTE 10 WEST STE. 200,DENVILLE,NJ,07834,,(973) 328-3475,96,4,0,98,89,8,3,93,87,11,2,94,84,14,2,94,,1395,414,30,01/01/2021,12/31/2021
31C0001152,HACKENSACK ENDOSCOPY CENTER,170 PROSPECTIVE AVE. STE 10,HACKENSACK,NJ,07601,,(201) 498-0030,98,2,0,99,88,8,4,92,93,5,2,96,90,8,2,96,,1015,279,27,01/01/2021,12/31/2021
31C0001153,TOMS RIVER SURGERY CENTER,1430 HOOPER AVE SUITE 301,TOMS RIVER,NJ,08753,,(732) 240-2277,98,2,0,99,92,7,1,95,92,7,1,97,91,8,1,97,,1100,382,35,01/01/2021,12/31/2021
31C0001160,HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,"1235 WHITE HORSE MERCERVILLE RD, SUITE 310",HAMILTON,NJ,08619,,(609) 581-6610,97,3,0,98,88,9,3,93,89,9,2,95,87,12,1,95,,1494,478,32,01/01/2021,12/31/2021
31C0001162,SUBURBAN ENDOSCOPY CENTER LLC,799 BLOOMFIELD AVE.,VERONA,NJ,07044,,(973) 571-1600,98,2,0,99,90,7,3,94,90,8,2,96,89,8,3,95,,1126,287,25,01/01/2021,12/31/2021
31C0001193,LAKEWOOD SURGERY CENTER LLC,1215 ROUTE 70 SUITE 2000,LAKEWOOD,NJ,08701,,(732) 719-1800,98,2,0,99,93,5,2,96,92,6,2,96,88,9,3,95,,976,251,26,01/01/2021,12/31/2021
31C0001197,METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,433 HACKENSACK AVE,HACKENSACK,NJ,07601,,(201) 527-6800,97,3,0,98,89,9,2,93,87,12,1,95,85,14,1,95,,1432,335,23,01/01/2021,12/31/2021
31C0001199,CENTER FOR BONE AND JOINT SURGERY DBA NORTHERN MONMOUTH REGIONAL SURGERY CENTER LLC,195 ROUTE 9 SOUTH SUITE 210,MANALAPAN,NJ,07726,,(732) 921-2305,98,2,0,99,92,6,2,95,93,6,1,96,87,12,1,95,,921,282,31,01/01/2021,12/31/2021
31C0001205,PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,80 EISENHOWER DR SUITE 100,PARAMUS,NJ,07652,,(201) 336-1100,96,3,1,98,86,10,4,91,90,7,3,95,87,11,2,94,,1376,322,23,01/01/2021,12/31/2021
31C0001216,SOMERSET AMBULATORY SURGICAL CENTER,1 HWY 206 N,SOMERVILLE,NJ,08876,,(908) 393-8360,99,1,0,99,93,5,2,96,90,9,1,96,89,10,1,96,,1051,332,32,01/01/2021,12/31/2021
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,08003,,(856) 751-4555,98,2,0,99,94,5,1,96,90,8,2,96,86,13,1,95,,1397,269,19,01/01/2021,12/31/2021
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,08080,,(856) 582-2072,98,2,0,99,93,6,1,96,88,10,2,95,89,10,1,96,,1125,428,38,01/01/2021,12/31/2021
31C0001261,COASTAL ENDO LLC,175 GUNNING RIVER RD,BARNEGAT,NJ,08005,,(609) 698-0700,98,2,0,99,94,5,1,97,93,6,1,96,90,9,1,96,,2467,826,33,01/01/2021,12/31/2021
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,08540,,(609) 853-2261,97,2,1,98,91,7,2,95,87,11,2,95,84,14,2,93,,1900,562,30,01/01/2021,12/31/2021
31C0001305,VANGUARD SURGICAL CENTER LLC,113 ESSEX ST.,MAYWOOD,NJ,07607,,(201) 291-9100,98,2,0,99,94,5,1,97,94,5,1,97,91,8,1,96,,1678,527,31,01/01/2021,12/31/2021
31C0001316,JACKSON SURGICAL CENTER LLC,27 SOUTH COOKS BRIDGE RD SUITE L2,JACKSON,NJ,08527,,(732) 961-5737,,,,,,,,,,,,,,,,,4,,,,,
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,97,3,0,98,88,10,2,93,87,11,2,95,83,16,1,94,,1721,461,27,01/01/2021,12/31/2021
32C0001119,DAVITA MEDICAL GROUP,5400 GIBSON BLVD. SE,ALBUQUERQUE,NM,87109,,(505) 262-7126,,,,,,,,,,,,,,,,,4,,,,,
34C0001103,HIGH POINT SURGERY CENTER LLC,600 NORTH LINDSAY ST,HIGH POINT,NC,27262,,(336) 878-6428,,,,,,,,,,,,,,,,,4,,,,,
34C0001151,CAROLINA HEALTHCARE ASSOCIATES INC,1415 MEDICAL CTR DR,WILMINGTON,NC,28401,,(910) 362-4201,95,4,1,97,89,9,2,94,85,13,2,94,87,11,2,95,,2102,453,22,01/01/2021,12/31/2021
34C0001159,PRIVATE DIAGNOSTIC CLINIC PLLC,"BRIER CREEK MEDICAL PAVILLION, 10207 CERNY ST., ST",RALEIGH,NC,27617,,(919) 660-0620,96,4,0,98,90,8,2,94,90,7,3,95,90,7,3,96,,866,178,21,01/01/2021,12/31/2021
34C0001165,WAKE ENDOSCOPY CENTER LLC,2601 LAKE DR. S 201,RALEIGH,NC,27607,,(919) 341-3529,95,4,1,97,92,7,1,96,87,12,1,95,91,7,2,96,,3279,348,11,01/01/2021,12/31/2021
34C0001172,WAKE FOREST OUTPATIENT ENDOSCOPY CENTER,101 CHARLOIS BLVD SUITE 100,WINSTON SALEM,NC,27103,,(336) 713-0384,,,,,,,,,,,,,,,,,4,,,,,
34C0001174,REX SURGERY CENTER OF CARY LLC,1505 SOUTHWEST CARY PARKWAY SUITE 100,CARY,NC,27511,,(804) 814-9753,98,2,0,99,90,8,2,94,90,9,1,95,89,10,1,95,,1935,400,21,01/01/2021,12/31/2021
34C0001196,PREMIER SURGERY CENTER LLC,4515 PREMIER DRIVE,HIGH POINT,NC,27265,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
35C0001004,TRINITY HEALTH,1102 MAIN ST,WILLISTON,ND,58801,,(701) 572-7711,98,2,0,99,92,7,1,96,90,9,1,95,86,13,1,95,,487,187,38,01/01/2021,12/31/2021
36C0001051,OSU INTERNAL MEDICINE LLC,"3900 STONERIDGE LANE, SUITE D",DUBLIN,OH,43017,,(614) 366-5001,96,3,1,98,92,6,2,95,85,11,4,93,85,12,3,93,,1693,431,25,01/01/2021,12/31/2021
36C0001097,REYNOLDS ROAD SURGICAL CENTER LTD DBA WILDWOOD SURGICAL CENTER,"2865 NORTH REYNOLDS RD, SUITE 190",TOLEDO,OH,43615,,(419) 578-7547,98,2,0,99,94,5,1,97,92,7,1,96,92,7,1,97,,1520,539,35,01/01/2021,12/31/2021
36C0001155,NEW HORIZONS SURGERY CENTER LLC,1167 INDEPENDENCE AVE.,MARION,OH,43302,,(740) 375-5854,98,2,0,99,92,7,1,96,94,5,1,96,90,9,1,96,,1298,445,34,01/01/2021,12/31/2021
36C0001222,THE CHRIST HOSPITAL SPINE SURGERY CENTER LLC,4020 SMITH RD,NORWOOD,OH,45209,,(513) 619-5899,99,1,0,99,95,4,1,97,93,6,1,97,93,7,0,98,,1123,457,41,01/01/2021,12/31/2021
36C0001294,NORTHPOINTE SURGICAL SUITES LLC,3250 NORTHPOINTE DR,ZANESVILLE,OH,43701,,(740) 487-1823,,,,,,,,,,,,,,,,,4,,,,,
36C0001301,LANCASTER SPECIALTY SURGERY CENTER,3056 COLUMBUS LANCASTER ROAD NW,LANCASTER,OH,43130,,(740) 974-2731,,,,,,,,,,,,,,,,,4,,,,,
36C0001306,TRIHEALTH SURGERY CENTER -- ANDERSON,7810 FIVE MILE ROAD SUITE B,CINCINNATI,OH,45230,,(000) 000-0000,99,1,0,99,94,5,1,97,92,7,1,96,88,10,2,95,3,334,94,28,01/01/2021,12/31/2021
36C0001326,WHEELING HOSPITAL AMBULATORY SURGERY CENTER LLC,68 STATE ROUTE 7,BRIDGEPORT,OH,43912,,(740) 676-6600,98,2,0,99,93,6,1,96,91,8,1,96,95,5,0,99,,2156,283,13,01/01/2021,12/31/2021
36C0001327,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,OH,45669,,(000) 000-0000,96,3,1,98,91,7,2,94,90,8,2,95,93,6,1,97,,1211,330,27,01/01/2021,12/31/2021
37C0001032,MCGEE EYE SURGERY CENTER LLC,1000 N. LINCOLN BLVD. #150,OKLAHOMA CITY,OK,73104,,(405) 232-8696,93,6,1,96,88,9,3,93,88,9,3,95,88,11,1,95,2,2139,634,30,01/01/2021,12/31/2021
37C0001055,USPI MEMORIAL SURGERY CENTER,8131 SOUTH MEMORIAL DR SUITE 107,TULSA,OK,74133,,(918) 249-7921,95,4,1,97,85,12,3,91,83,13,4,93,81,16,3,93,,1036,316,31,01/01/2021,12/31/2021
38C0001030,INTERSTATE AMBULATORY SURGERY CENTER,3500 N INTERSTATE AVE.,PORTLAND,OR,97227,,(971) 310-3089,97,3,0,99,94,5,1,96,88,11,1,95,85,14,1,94,,2494,913,37,01/01/2021,12/31/2021
38C0001032,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3082,97,3,0,99,91,7,2,95,89,10,1,95,88,11,1,95,,2624,774,30,01/01/2021,12/31/2021
38C0001046,NGC ENDOSCOPY SERVICES LLC,1130 NORTHWEST 22ND AVE  6TH FLOOR  SUITE 615,PORTLAND,OR,97210,,(503) 229-7137,96,4,0,98,90,9,1,94,86,13,1,94,87,11,2,95,,1085,340,31,01/01/2021,12/31/2021
38C0001054,CASCADE SPINE CENTER LLC,6464 SOUTHWEST BORLAND RD SUITE A1,TUALATIN,OR,97062,,(971) 404-3366,96,3,1,98,91,7,2,95,85,11,4,93,80,17,3,92,,984,331,34,01/01/2021,12/31/2021
38C0001056,CENTER FOR SPECIALTY SURGERY LLC,11782 SW BARNES RD. #200,PORTLAND,OR,97225,,(503) 906-4306,99,1,0,99,91,7,2,95,89,10,1,95,86,12,2,94,,1027,267,26,01/01/2021,12/31/2021
38C0001067,NORTHWEST AMBULATORY SURGERY CENTER LLC,1515 NORTHWEST 18TH AVE SUITE 200,PORTLAND,OR,97209,,(503) 542-4873,98,2,0,99,91,7,2,95,93,6,1,96,90,8,2,96,,1030,315,31,01/01/2021,12/31/2021
38C0001074,EAST PORTLAND SURGERY CENTER LLC,9200 SOUTHEAST 91ST AVE SUITE 100,PORTLAND,OR,97086,,(503) 772-6160,97,3,0,98,87,9,4,92,85,14,1,94,85,13,2,94,,1070,307,29,01/01/2021,12/31/2021
38C0001085,KAISER PERMANENTE SUNNYBROOK SURGERY CENTER,9900 SE SUNNYSIDE RD.,CLACKAMAS,OR,97015,,(503) 571-4047,97,3,0,98,90,9,1,94,87,11,2,94,85,13,2,94,,4543,1186,26,01/01/2021,12/31/2021
39C0001017,SOUTHWESTERN AMBULATORY SURGERY CENTER LLC,"500 LEWIS RUN RD, STE.202",WEST MIFFLIN,PA,15122,,(412) 469-6964,97,2,1,98,88,9,3,92,84,13,3,93,80,18,2,92,,1150,498,43,01/01/2021,12/31/2021
39C0001123,BERKSHIRE EYE SURGERY CENTER LP,2220 RIDGEWOOD RD.,WYOMISSING,PA,19610,,(610) 736-0144,96,3,1,98,92,7,1,95,90,8,2,96,89,10,1,96,,812,386,48,01/01/2021,12/31/2021
39C0001152,THE ENDOSCOPY CENTER LLC,815 SUMNEYTOWN PIKE,LANSDALE,PA,19446,,(215) 453-3050,,,,,,,,,,,,,,,,,4,,,,,
39C0001168,HERSHEY OUTPATIENT SURGERY CENTER LP,15 HOPE DR,HERSHEY,PA,17033,,(717) 520-8200,94,5,1,96,90,9,1,94,81,17,2,93,82,16,2,93,,1177,333,28,01/01/2021,12/31/2021
39C0001176,THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,2603 KEISER BLVD,WYOMISSING,PA,19610,,(484) 628-3079,99,1,0,99,94,5,1,97,94,5,1,97,92,6,2,96,,1677,376,22,01/01/2021,12/31/2021
39C0001198,MAIN LINE SPINE SURGERY CENTER INC,700 S. HENDERSON RD. #335,KING OF PRUSSIA,PA,19406,,(610) 337-2828,,,,,,,,,,,,,,,,,4,,,,,
39C0001226,GAMMA SURGERY CENTER,107 GAMMA DR SUITE 200,PITTSBURGH,PA,15238,,(412) 963-7917,97,3,0,99,91,8,1,95,90,8,2,95,87,11,2,95,,1132,555,49,01/01/2021,12/31/2021
39C0001239,HAZLETON SURGERY CENTER LLC,50 MOISEY DR. STE. 100,HAZLETON,PA,18202,,(570) 501-6500,99,1,0,99,93,6,1,96,92,7,1,96,87,11,2,94,,1477,463,31,01/01/2021,12/31/2021
39C0001308,MONROEVILLE AMBULATORY SURGERY CENTER LLC,4121 MONROEVILLE BLVD,MONROEVILLE,PA,15146,,(412) 380-5624,99,1,0,99,94,5,1,97,92,6,2,96,91,8,1,97,,1415,480,34,01/01/2021,12/31/2021
39C0001314,ALLEGHENEY CLINIC DBA WEXFORD SURGERY CENTER,12311 PERRY HWY,WEXFORD,PA,15090,,(412) 380-5624,98,2,0,99,93,6,1,96,93,6,1,97,92,7,1,97,,2914,914,31,01/01/2021,12/31/2021
39C0001319,BETHEL PARK SURGERY CENTER,990 HIGBEE DR,BETHEL PARK,PA,15102,,(412) 330-6209,99,1,0,99,95,4,1,97,95,4,1,97,94,5,1,97,,1314,434,33,01/01/2021,12/31/2021
39C0001334,ALLEGHENY CLINIC DBA AHN WESTMORELAND ENDOSCOPY CENTER,118 NATURE PARK RD SUITE 200,GREENSBURG,PA,15601,,(412) 330-5883,99,1,0,99,96,4,0,98,95,4,1,98,95,4,1,98,,1595,630,39,01/01/2021,12/31/2021
39C0001343,GRAND VIEW SURGERY CENTER AT HALEYSVILLE,270 MAIN ST SUITE 100,HARLEYSVILLE,PA,19438,,(267) 429-2550,98,2,0,99,90,8,2,94,90,8,2,95,86,13,1,95,,1522,605,40,01/01/2021,12/31/2021
42C0001004,ANMED HEALTH MEDICUS SURGERY CENTER LLC,107 PROFESSIONAL CT,ANDERSON,SC,29621,,(864) 716-7953,98,2,0,99,92,7,1,96,90,8,2,95,89,9,2,95,,1465,548,37,01/01/2021,12/31/2021
42C0001017,CAROLINA SURGICAL CENTER,198 WOUTH HEDLONG AVE,ROCK HILL,SC,29732,,(803) 327-4664,98,1,1,99,92,7,1,95,90,9,1,96,89,9,2,95,,959,311,32,01/01/2021,12/31/2021
42C0001019,THE GREENWOOD ENDOSCOPY CENTER INC,103 LINER DR.,GREENWOOD,SC,29646,,(864) 227-3838,97,3,0,99,93,6,1,96,94,5,1,97,91,7,2,96,,1210,337,28,01/01/2021,12/31/2021
42C0001049,BLUFFTON OKATIE SURGERY CENTER LLC,"40 OKATIE CENTER BLVD S., STE. 125",OKATIE,SC,29909,,(843) 705-8870,97,3,0,98,90,8,2,94,88,10,2,95,88,10,2,95,,945,416,44,01/01/2021,12/31/2021
42C0001078,THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,1106 CHUCK DAWLEY BLVD,MOUNT PLEASANT,SC,29464,,(469) 893-6573,98,1,1,98,90,8,2,94,91,9,0,97,90,9,1,96,,801,277,35,01/01/2021,12/31/2021
44C0001000,PHYSICIAN'S SURGERY CENTER OF KNOXVILLE LLC,1819 CLINCH AVE SUITE 206,KNOXVILLE,TN,37916,,(865) 522-2949,98,2,0,99,93,6,1,96,91,8,1,96,93,7,0,98,,1202,293,24,01/01/2021,12/31/2021
44C0001001,EYE SURGERY CENTER OF NASHVILLE LLC,310 25TH AVE NORTH SUITE 105,NASHVILLE,TN,37203,,(615) 329-9023,98,2,0,99,90,8,2,94,89,8,3,95,88,10,2,95,,1188,486,41,01/01/2021,12/31/2021
44C0001004,MEMPHIS SURGERY CENTER,1044 CREST HAVEN RD,MEMPHIS,TN,38119,,(901) 682-1516,96,3,1,98,90,7,3,94,85,13,2,94,89,9,2,95,,1918,319,17,01/01/2021,12/31/2021
44C0001008,NORTHRIDGE SURGERY CENTER,647 MYATT DR,MADISON,TN,37115,,(615) 868-8942,97,3,0,98,91,7,2,95,88,10,2,95,87,11,2,95,,1086,398,37,01/01/2021,12/31/2021
44C0001023,DIGESTIVE DISEASE ENDOSCOPY CENTER INC,"222 22ND AVE NORTH, SUITE 300",NASHVILLE,TN,37203,,(615) 340-4629,96,4,0,98,91,8,1,95,85,13,2,94,86,12,2,94,,7264,517,7,01/01/2021,12/31/2021
44C0001025,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH #800,NASHVILLE,TN,37203,,(615) 284-1335,97,3,0,98,94,5,1,96,90,8,2,95,88,10,2,95,,1488,313,21,01/01/2021,12/31/2021
44C0001073,BAPTIST SURGERY CENTER DBA BAPTIST AMBULATORY SURGERY CENTER,312 21ST AVE NORTH,NASHVILLE,TN,37203,,(615) 321-7330,99,1,0,99,92,7,1,96,87,12,1,95,86,13,1,95,,1410,365,26,01/01/2021,12/31/2021
44C0001087,CLARKSVILLE SURGERY CENTER LLC,793 WEATHERLY DR,CLARKSVILLE,TN,37043,,(931) 645-1373,98,2,0,99,93,5,2,96,90,8,2,96,92,7,1,97,,991,305,31,01/01/2021,12/31/2021
44C0001088,MIDDLE TENNESSEE AMBULATORY SURGERY CENTER,1800 MEDICAL CENTER PARKWAY SUITE 120,MURFREESBORO,TN,37129,,(615) 849-7500,98,2,0,99,92,7,1,95,91,7,2,96,91,7,2,96,,1364,336,25,01/01/2021,12/31/2021
44C0001097,MOUNTAIN EMPIRE SURGERY CENTER,601 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 610-1020,96,4,0,98,90,8,2,94,90,9,1,96,90,9,1,96,,1003,301,30,01/01/2021,12/31/2021
44C0001112,PARKWEST SURGERY CENTER,9430 PARKWEST BLVD SUITE 210,KNOXVILLE,TN,37923,,(865) 531-0494,97,3,0,98,92,6,2,95,89,10,1,96,87,11,2,95,,1008,305,30,01/01/2021,12/31/2021
44C0001119,SAINT THOMAS CAMPUS SURGICARE LP,4230 HARDING RD SUITE 300,NASHVILLE,TN,37205,,(615) 783-1260,97,3,0,98,91,7,2,95,89,10,1,95,86,13,1,95,,1199,394,33,01/01/2021,12/31/2021
44C0001124,AMBULATORY SURGICAL ASSOCIATES LLC,"725 KINGS LN,",TULLAHOMA,TN,37388,,(931) 455-1976,98,2,0,99,93,6,1,96,91,8,1,96,90,9,1,96,,1035,362,35,01/01/2021,12/31/2021
44C0001133,BAPTIST PLAZA SURGICARE LP,2004 HAYES ST,NASHVILLE,TN,37203,,(615) 515-4000,96,3,1,97,92,7,1,96,89,9,2,95,88,10,2,95,,1123,245,22,01/01/2021,12/31/2021
44C0001137,UPPER CUMBERLAND PHYSICIANS SURGERY CENTER LLC,467 N. WHITNEY AV.,COOKEVILLE,TN,38501,,(931) 528-5007,,,,,,,,,,,,,,,,,4,,,,,
44C0001140,SAINT FRANCIS SURGERY CENTER,5999 PARK AVE,MEMPHIS,TN,38119,,(901) 818-1080,98,2,0,99,92,6,2,95,90,9,1,96,84,14,2,94,,1034,277,27,01/01/2021,12/31/2021
44C0001159,HOLSTON VALLEY AMBULATORY SURGERY CENTER LLC,103 WEST STONE DR,KINGSPORT,TN,37660,,(423) 224-4910,98,2,0,99,92,6,2,95,92,8,0,96,91,8,1,97,,839,226,27,01/01/2021,12/31/2021
44C0001160,PATIENT PARTNERS LLC,890 NORTH BLUE JAY WAY,GALLATIN,TN,37066,,(615) 575-9000,97,3,0,98,92,6,2,95,88,10,2,95,88,11,1,95,,1161,317,27,01/01/2021,12/31/2021
44C0001161,FRANKLIN ENDOSCOPY CENTER LLC,9160 CAROTHERS PARKWAY SUITE 100,FRANKLIN,TN,37067,,(615) 550-6066,98,2,0,99,92,7,1,96,90,9,1,95,88,11,1,95,,1249,373,30,01/01/2021,12/31/2021
44C0001166,LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,100 PHYSICIANS WAY SUITE 340,LEBANON,TN,37090,,(615) 466-9532,99,1,0,99,94,5,1,97,94,5,1,97,94,4,2,97,,1201,339,28,01/01/2021,12/31/2021
44C0001169,PROVIDENCE SURGERY CENTER,5002 CROSSINGS CIR SUITE 110,MOUNT JULIET,TN,37122,,(615) 553-9100,99,1,0,99,94,5,1,96,94,6,0,97,91,8,1,96,,1457,399,27,01/01/2021,12/31/2021
44C0001181,PCET SURGERY CENTER,1128 EAST WEISGARBER RD SUITE 110,KNOXVILLE,TN,37909,,(865) 934-2577,,,,,,,,,,,,,,,,,4,,,,,
45C0001018,CONROE SURGERY CENTER 2 LLC,"1501 RIVER POINTE DR, #200",CONROE,TX,77304,,(469) 893-6573,97,3,0,98,92,7,1,95,87,11,2,94,86,12,2,94,,1047,326,31,01/01/2021,12/31/2021
45C0001021,MEMORIAL HERMANN WEST HOUSTON SURGERY CENTER LLC,970 CAMPBELL RD,HOUSTON,TX,77024,,(713) 461-3547,94,5,1,97,91,7,2,95,80,16,4,92,81,16,3,92,,1755,355,20,01/01/2021,12/31/2021
45C0001035,MEMORIAL HERMANN SURGERY CENTER MAIN STREET,7515 MAIN STREET SUITE 800,HOUSTON,TX,77030,,(713) 799-9990,96,3,1,98,90,8,2,94,84,12,4,93,81,16,3,92,,1621,232,14,01/01/2021,12/31/2021
45C0001039,BAYLOR SURGICARE,3920 WORTH ST.,DALLAS,TX,75246,,(214) 820-2581,97,3,0,99,93,5,2,95,90,9,1,96,89,9,2,95,,1482,326,22,01/01/2021,12/31/2021
45C0001046,PHYSICIANS DAY SURGERY CTR,3930 CRUTCHER ST,DALLAS,TX,75246,,(214) 820-6240,,,,,,,,,,,,,,,,,4,,,,,
45C0001077,DOCTORS UNITED SURGERY CENTER,5146 PRESTON,PASADENA,TX,77505,,(346) 203-5536,98,1,1,99,94,5,1,96,92,6,2,96,90,8,2,96,,1754,434,25,01/01/2021,12/31/2021
45C0001091,GARLAND SURGICARE PARTNERS LTD DBA BAYLOR SURGICARE AT GARLAND,530 CLARA BARTON BLVD SUITE 100,GARLAND,TX,75042,,(972) 494-2400,97,3,0,98,91,7,2,95,91,8,1,96,85,13,2,94,,1053,273,26,01/01/2021,12/31/2021
45C0001133,BAYLOR SURGICARE AT NORTH DALLAS LLC DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH DALLAS,12230 COIT RD SUITE 200,DALLAS,TX,75251,,(469) 374-6400,98,2,0,99,90,8,2,94,92,6,2,95,86,11,3,94,,1096,209,19,01/01/2021,12/31/2021
45C0001149,MEMORIAL HERMANN SURGERY CENTER WOODLANDS PARKWAY,1441 WOODSTEAD CT SUITE 100,THE WOODLANDS,TX,77380,,(281) 825-4725,98,2,0,99,92,7,1,95,90,9,1,96,87,11,2,95,,1135,219,19,01/01/2021,12/31/2021
45C0001194,MEMORIAL HERMANN BAY AREA ENDOSCOPY CENTER LLC DBA BAY AREA ENDOSCOPY,444 FM 1959 RD SUITE B,HOUSTON,TX,77034,,(281) 892-2420,96,4,0,98,89,8,3,93,84,14,2,94,82,15,3,92,,987,213,22,01/01/2021,12/31/2021
45C0001196,BAYLOR SURGICARE AT OAKMONT,7200 OAKMONT BLVD.,FORT WORTH,TX,76132,,(817) 732-3300,97,2,1,98,92,7,1,95,88,10,2,95,85,12,3,93,,1377,314,23,01/01/2021,12/31/2021
45C0001205,DESOTO SURGICARE PARTNERS LTD,7992 WEST VIRGINIA DR.,DALLAS,TX,75237,,(972) 283-2400,97,3,0,98,90,8,2,94,88,10,2,95,83,15,2,93,,840,245,29,01/01/2021,12/31/2021
45C0001214,BAYLOR SURGICARE AT PLANO PARKWAY LLC DBA BAYLOR SCOTT AND WHITE SURGICARE PLANO PARKWAY,4031 WEST PLANO PARKWAY SUITE 100,PLANO,TX,75093,,(469) 326-0202,95,4,1,97,90,8,2,94,77,19,4,91,78,19,3,90,,1121,201,18,01/01/2021,12/31/2021
