"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
260005,SSM ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,SAINT CHARLES,MO,63301,Saint Charles,(636) 947-5000,97,3,0,99,92,7,1,95,86,11,3,94,82,16,2,93,,1718,453,26,01/01/2021,12/31/2021
260006,MOSAIC LIFE CARE AT ST JOSEPH,5325 FARAON STREET,SAINT JOSEPH,MO,64506,Buchanan,(816) 271-6000,97,3,0,98,91,8,1,95,82,15,3,93,74,24,2,91,,2543,636,25,01/01/2021,12/31/2021
260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,MO,65302,Pettis,(660) 826-8833,97,3,0,98,92,6,2,95,82,14,4,92,75,22,3,90,,1570,367,23,01/01/2021,12/31/2021
260011,SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,2505 MISSION DRIVE,JEFFERSON CITY,MO,65109,Cole,(573) 681-3000,95,5,0,98,91,8,1,95,86,11,3,94,85,14,1,94,,1246,360,29,01/01/2021,12/31/2021
260040,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,Greene,(417) 269-6000,96,3,1,98,87,11,2,93,85,12,3,94,84,14,2,94,,2628,610,23,01/01/2021,12/31/2021
260047,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,MO,65102,Cole,(573) 632-5000,,,,,,,,,,,,,,,,,4,,,,,
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,Jackson,(816) 404-1000,95,4,1,97,90,8,2,94,85,11,4,93,85,12,3,94,,2584,449,18,01/01/2021,12/31/2021
260050,SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,MO,64468,Nodaway,(660) 562-2600,97,3,0,99,92,7,1,96,86,13,1,94,72,27,1,90,,743,260,35,01/01/2021,12/31/2021
260057,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,MO,64429,Clinton,(816) 632-2101,,,,,,,,,,,,,,,,,4,,,,,
260061,NEVADA REGIONAL MEDICAL CENTER,800 S ASH ST,NEVADA,MO,64772,Vernon,(417) 667-3355,96,4,0,98,91,7,2,95,76,19,5,90,63,33,4,86,,947,246,26,01/01/2021,12/31/2021
260064,NOBLE HEALTH AUDRAIN COMMUNITY HOSPITAL,620 E MONROE,MEXICO,MO,65265,Audrain,(573) 582-5000,,,,,,,,,,,,,,,,,4,,,,,
260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,Saint Louis,(636) 496-2000,98,2,0,99,92,6,2,95,92,7,1,96,91,8,1,96,,1459,404,28,01/01/2021,12/31/2021
260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,RICHMOND HEIGHTS,MO,63117,Saint Louis,(314) 768-8000,97,3,0,98,91,7,2,95,84,14,2,94,82,15,3,93,,1489,319,21,01/01/2021,12/31/2021
260094,COX MEDICAL CENTER BRANSON,525 BRANSON LANDING BLVD,BRANSON,MO,65615,Taney,(417) 335-7000,98,2,0,99,92,7,1,95,87,12,1,95,84,15,1,94,,1246,320,26,01/01/2021,12/31/2021
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,Clay,(816) 691-2000,96,3,1,98,90,8,2,94,87,9,4,94,86,11,3,94,,4162,870,21,01/01/2021,12/31/2021
260097,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,WARRENSBURG,MO,64093,Johnson,(660) 747-2500,97,3,0,99,93,6,1,96,80,19,1,93,72,26,2,90,,1279,318,25,01/01/2021,12/31/2021
260102,UNIVERSITY HEALTH LAKEWOOD MEDICAL CENTER,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,Jackson,(816) 404-7000,97,2,1,98,93,5,2,95,88,9,3,95,88,10,2,95,,1343,220,17,01/01/2021,12/31/2021
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,Saint Louis,(314) 344-6000,98,2,0,99,94,5,1,96,90,8,2,95,81,18,1,93,,1305,329,25,01/01/2021,12/31/2021
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,MO,63110,Saint Louis City,(314) 577-8000,95,4,1,97,92,6,2,95,88,9,3,94,86,11,3,94,,1889,403,21,01/01/2021,12/31/2021
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,MO,64735,Henry,(660) 885-5511,98,2,0,99,94,5,1,97,87,10,3,95,87,12,1,95,,2300,406,18,01/01/2021,12/31/2021
260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,Saint Louis,(314) 434-1500,97,3,0,98,90,8,2,94,90,8,2,95,88,11,1,95,,1756,557,32,01/01/2021,12/31/2021
260183,SAINT FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,63703,Cape Girardeau,(573) 331-3000,96,3,1,98,89,9,2,94,84,13,3,93,81,16,3,92,,5652,1395,25,01/01/2021,12/31/2021
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,Polk,(417) 326-6000,,,,,,,,,,,,,,,,,4,,,,,
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,Saint Charles,(636) 625-5200,98,2,0,99,93,6,1,96,92,7,1,96,86,13,1,95,,1448,357,25,01/01/2021,12/31/2021
270003,ST PETERS HEALTH,2475 BROADWAY,HELENA,MT,59601,Lewis and Clark,(406) 442-2480,96,3,1,98,89,9,2,93,76,20,4,91,63,33,4,86,,3974,920,23,01/01/2021,12/31/2021
270014,ST. PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,Missoula,(406) 543-7271,98,2,0,99,92,6,2,95,89,10,1,95,88,11,1,96,,1962,650,33,01/01/2021,12/31/2021
270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,Silver Bow,(406) 723-2500,97,2,1,98,90,8,2,94,80,17,3,92,74,24,2,90,,2346,592,25,01/01/2021,12/31/2021
270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,Yellowstone,(406) 657-7000,95,4,1,97,88,10,2,93,84,13,3,94,85,13,2,94,,6990,1933,28,01/01/2021,12/31/2021
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,Gallatin,(406) 585-5000,96,4,0,98,85,13,2,92,82,18,0,94,84,16,0,95,3,129,29,22,01/01/2021,12/31/2021
271316,FRANCES MAHON DEACONESS HOSPITAL,621 3RD ST S,GLASGOW,MT,59230,Valley,(406) 228-3500,,,,,,,,,,,,,,,,,4,,,,,
271318,BARRETT HOSPITAL & HEALTHCARE,600 MT HWY 91 S,DILLON,MT,59725,Beaverhead,(406) 683-3000,99,1,0,99,96,4,0,98,95,4,1,96,86,13,1,95,,709,179,25,01/01/2021,12/31/2021
271320,CABINET PEAKS MEDICAL CENTER,209 HEALTH PARK DR,LIBBY,MT,59923,Lincoln,(406) 293-0100,97,3,0,99,93,7,0,97,83,15,2,93,84,15,1,94,,360,118,33,01/01/2021,12/31/2021
271335,COMMUNITY HOSPITAL OF ANACONDA,401 W PENNSYLVANIA,ANACONDA,MT,59711,Deer Lodge,(406) 563-8500,96,3,1,98,92,7,1,95,83,15,2,93,84,14,2,94,,986,332,34,01/01/2021,12/31/2021
271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,6 13TH AVE E,POLSON,MT,59860,Lake,(406) 883-5377,97,3,0,99,92,6,2,95,85,10,5,92,80,17,3,92,,480,112,23,01/01/2021,12/31/2021
271344,SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,Richland,(406) 488-2100,97,2,1,98,94,5,1,97,87,10,3,94,83,16,1,93,,925,212,23,01/01/2021,12/31/2021
271347,HOLY ROSARY HEALTHCARE,2600 WILSON ST,MILES CITY,MT,59301,Custer,(406) 233-2600,98,2,0,99,87,11,2,93,78,19,3,92,72,25,3,89,,758,207,27,01/01/2021,12/31/2021
280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B,SCOTTSBLUFF,NE,69361,Scotts Bluff,(308) 635-3711,94,5,1,97,88,10,2,93,73,21,6,90,68,29,3,88,,1760,444,25,01/01/2021,12/31/2021
280065,GREAT PLAINS HEALTH,601 WEST LEOTA ST,NORTH PLATTE,NE,69101,Lincoln,(308) 568-8000,98,2,0,99,90,8,2,94,83,14,3,93,75,23,2,91,,2870,578,26,01/01/2021,12/31/2021
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,Platte,(402) 562-3362,96,4,0,98,91,8,1,95,83,14,3,93,78,20,2,92,,1090,421,39,01/01/2021,12/31/2021
280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NORFOLK,NE,68701,Madison,(402) 371-4880,96,4,0,98,85,13,2,92,76,19,5,90,72,25,3,89,,1289,354,29,01/01/2021,12/31/2021
280133,"NEBRASKA SPINE HOSPITAL, LLC","6901 NORTH 72ND ST, STE 20300",OMAHA,NE,68122,Douglas,(402) 572-3000,99,1,0,99,91,7,2,95,87,11,2,95,97,3,0,99,,653,153,24,01/01/2021,12/31/2021
280134,KEARNEY REGIONAL MEDICAL CENTER,804 22ND AVENUE,KEARNEY,NE,68845,Buffalo,(308) 455-3600,97,3,0,98,89,10,1,94,83,14,3,93,81,17,2,93,,1936,645,36,01/01/2021,12/31/2021
281304,THAYER COUNTY HEALTH SERVICES,120 PARK AVE,HEBRON,NE,68370,Thayer,(402) 768-6041,97,2,1,98,91,6,3,94,82,16,2,93,85,14,1,94,,349,127,37,01/01/2021,12/31/2021
281309,SYRACUSE AREA HEALTH,2731 HEALTHCARE DR,SYRACUSE,NE,68446,Otoe,(402) 269-2011,99,1,0,99,95,4,1,97,90,10,0,96,87,13,0,95,,398,143,37,01/01/2021,12/31/2021
281338,HOWARD COUNTY MEDICAL CENTER,1113 SHERMAN ST,ST PAUL,NE,68873,Howard,(308) 754-4421,97,2,1,98,93,6,1,96,86,10,4,93,82,17,1,93,,368,146,40,01/01/2021,12/31/2021
281345,PROVIDENCE MEDICAL CENTER,1200 PROVIDENCE RD,WAYNE,NE,68787,Wayne,(402) 375-3800,97,2,1,98,92,6,2,95,88,9,3,94,83,15,2,93,,956,302,32,01/01/2021,12/31/2021
281361,LEXINGTON REGIONAL HEALTH CENTER,1201 NORTH ERIE ST,LEXINGTON,NE,68850,Dawson,(308) 324-5651,98,2,0,99,94,5,1,96,91,8,1,96,85,13,2,94,,565,147,26,01/01/2021,12/31/2021
281363,COMMUNITY HOSPITAL,1301 EAST H ST,MCCOOK,NE,69001,Red Willow,(308) 344-2650,96,4,0,98,90,8,2,94,86,13,1,95,87,13,0,96,,1531,291,20,01/01/2021,12/31/2021
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,Washoe,(775) 982-4100,,,,,,,,,,,,,,,,,4,,,,,
290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,89106,Clark,(702) 388-4000,94,5,1,97,87,9,4,91,79,16,5,91,76,20,4,90,,1155,212,18,01/01/2021,12/31/2021
290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,Clark,(702) 369-7600,93,6,1,96,82,14,4,89,75,20,5,91,73,23,4,89,,2004,370,18,01/01/2021,12/31/2021
290032,NORTHERN NEVADA MEDICAL CENTER,2375 E PRATER WAY,SPARKS,NV,89434,Washoe,(775) 331-7000,94,4,2,96,89,9,2,93,82,15,3,93,84,13,3,93,,1368,415,30,01/01/2021,12/31/2021
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,NV,89144,Clark,(702) 233-7500,97,3,0,98,89,8,3,93,88,11,1,95,82,16,2,93,,971,228,23,01/01/2021,12/31/2021
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,Clark,(702) 853-3000,95,4,1,97,86,10,4,91,83,13,4,92,84,13,3,93,,1713,336,20,01/01/2021,12/31/2021
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521,Washoe,(775) 982-7063,,,,,,,,,,,,,,,,,4,,,,,
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,Clark,(702) 835-9700,95,4,1,97,87,10,3,92,82,13,5,92,78,17,5,90,,1967,357,18,01/01/2021,12/31/2021
290057,HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011,Clark,(318) 290-4395,95,4,1,97,91,7,2,94,89,9,2,95,88,10,2,95,,5729,1378,24,01/01/2021,12/31/2021
291306,CARSON VALLEY MEDICAL CENTER,1107 HIGHWAY 395,GARDNERVILLE,NV,89410,Douglas,(775) 782-1500,97,3,0,98,92,7,1,95,88,10,2,95,88,11,1,96,,1035,344,33,01/01/2021,12/31/2021
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,03756,Grafton,(603) 650-5000,97,3,0,98,92,7,1,95,87,10,3,94,88,10,2,95,,4458,1318,30,01/01/2021,12/31/2021
301300,UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,03576,Coos,(603) 237-4971,,,,,,,,,,,,,,,,,4,,,,,
301303,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,03584,Coos,(603) 788-4911,,,,,,,,,,,,,,,,,4,,,,,
301305,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,03766,Grafton,(603) 448-3121,98,2,0,99,93,6,1,96,86,11,3,93,90,9,1,96,,2270,875,39,01/01/2021,12/31/2021
301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,03458,Hillsborough,(603) 924-7191,97,3,0,98,91,7,2,94,85,13,2,94,81,17,2,93,,1205,382,32,01/01/2021,12/31/2021
301310,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,NH,03570,Coos,(603) 752-2200,97,3,0,98,92,7,1,96,80,17,3,92,74,23,3,90,,1023,297,29,01/01/2021,12/31/2021
301312,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO,NH,03894,Carroll,(603) 569-7500,98,2,0,99,94,5,1,97,87,12,1,95,83,16,1,94,,1311,431,33,01/01/2021,12/31/2021
310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE-FIVE PLAINSBORO ROAD,PLAINSBORO,NJ,08536,Burlington,(609) 853-6500,97,3,0,99,91,7,2,95,90,8,2,96,89,9,2,95,,3251,1004,31,01/01/2021,12/31/2021
310019,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,07503,Passaic,(973) 754-2010,96,3,1,98,88,9,3,93,84,11,5,93,79,17,4,91,,3250,445,14,01/01/2021,12/31/2021
310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH,NJ,07207,Union,(908) 994-5000,92,7,1,95,85,10,5,90,73,22,5,90,76,19,5,90,,1313,290,23,01/01/2021,12/31/2021
310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,08015,Burlington,(609) 893-6611,97,3,0,99,87,9,4,92,89,9,2,95,89,9,2,95,,1171,389,33,01/01/2021,12/31/2021
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,08534,Mercer,(609) 303-4000,97,3,0,98,91,7,2,95,89,8,3,95,87,10,3,94,,4672,1045,22,01/01/2021,12/31/2021
310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,SOMERS POINT,NJ,08244,Atlantic,(609) 653-3500,97,3,0,98,89,9,2,93,87,11,2,94,83,15,2,93,,1758,498,29,01/01/2021,12/31/2021
310086,JEFFERSON STRATFORD HOSPITAL,18 EAST LAUREL ROAD,STRATFORD,NJ,08084,Camden,(856) 346-7802,97,2,1,98,89,8,3,93,87,9,4,94,80,17,3,92,,1517,367,24,01/01/2021,12/31/2021
310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,750 BRUNSWICK AVE,TRENTON,NJ,08638,Mercer,(609) 394-6000,94,5,1,96,89,8,3,93,85,12,3,93,76,21,3,90,3,524,80,15,01/01/2021,12/31/2021
310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,07728,Monmouth,(732) 431-2000,97,3,0,99,88,9,3,93,84,14,2,94,80,19,1,93,,3530,890,25,01/01/2021,12/31/2021
310119,THE UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,07103,Essex,(973) 972-5658,,,,,,,,,,,,,,,,,4,,,,,
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,Bernalillo,(505) 272-2111,,,,,,,,,,,,,,,,,4,,,,,
320005,SAN JUAN REGIONAL MEDICAL CENTER INC,801 WEST MAPLE STREET,FARMINGTON,NM,87401,San Juan,(505) 609-2000,95,4,1,97,91,8,1,95,79,16,5,91,73,24,3,89,,1911,383,20,01/01/2021,12/31/2021
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532,Rio Arriba,(505) 753-1502,96,3,1,98,91,7,2,94,85,13,2,94,86,11,3,94,,1120,200,18,01/01/2021,12/31/2021
320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,Bernalillo,(505) 923-5364,94,5,1,97,85,11,4,91,83,13,4,93,82,16,2,93,,7628,1564,21,01/01/2021,12/31/2021
320022,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101,Curry,(575) 769-6332,95,4,1,97,95,4,1,97,82,16,2,93,71,28,1,90,,1693,266,16,01/01/2021,12/31/2021
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,ARTESIA,NM,88210,Eddy,(575) 748-3333,96,3,1,98,92,6,2,95,86,10,4,94,85,13,2,94,,1290,312,24,01/01/2021,12/31/2021
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,88130,Roosevelt,(575) 359-1800,97,3,0,98,92,7,1,95,88,11,1,95,84,14,2,94,2,793,180,23,01/01/2021,12/31/2021
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,RIO RANCHO,NM,87144,Sandoval,(505) 994-7402,,,,,,,,,,,,,,,,,4,,,,,
320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,4801 BECKNER ROAD,SANTA FE,NM,87507,Santa Fe,(505) 772-1234,97,3,0,98,89,8,3,93,82,16,2,93,86,12,2,94,,1601,320,20,01/01/2021,12/31/2021
321300,SIERRA VISTA HOSPITAL,800 EAST 9TH AVENUE,T OR C,NM,87901,Sierra,(575) 894-2111,,,,,,,,,,,,,,,,,4,,,,,
321301,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO,NM,87801,Socorro,(575) 835-1140,98,2,0,99,94,5,1,97,84,12,4,93,83,15,2,94,3,309,48,16,01/01/2021,12/31/2021
321305,NOR-LEA HOSPITAL DISTRICT,1600 NORTH MAIN AVE,LOVINGTON,NM,88260,Lea,(575) 396-6611,99,1,0,99,93,5,2,96,92,6,2,96,94,4,2,97,,1784,309,18,01/01/2021,12/31/2021
321306,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH DRIVE,RUIDOSO,NM,88345,Lincoln,(575) 257-2800,97,2,1,98,90,8,2,94,86,10,4,94,78,18,4,91,,716,177,25,01/01/2021,12/31/2021
321310,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,TAOS,NM,87571,Taos,(575) 758-8883,97,3,0,98,91,8,1,95,84,13,3,93,79,19,2,92,,1450,354,24,01/01/2021,12/31/2021
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,New York,(212) 241-7981,94,5,1,97,90,8,2,94,84,12,4,93,83,12,5,92,,4003,614,16,01/01/2021,12/31/2021
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,Wayne,(315) 332-2022,95,5,0,98,88,10,2,93,74,20,6,90,70,23,7,87,,878,178,20,01/01/2021,12/31/2021
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,Suffolk,(631) 968-3000,96,3,1,98,92,7,1,95,88,10,2,94,85,13,2,94,,1498,316,21,01/01/2021,12/31/2021
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,Suffolk,(631) 351-2000,97,3,0,99,92,7,1,95,88,11,1,95,88,11,1,96,,1260,309,25,01/01/2021,12/31/2021
330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,1000 TENTH AVENUE,NEW YORK,NY,10019,New York,(212) 523-4000,93,6,1,96,88,9,3,93,81,14,5,92,77,19,4,91,,3814,551,14,01/01/2021,12/31/2021
330047,ST MARY'S HEALTHCARE,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,Montgomery,(518) 841-7101,,,,,,,,,,,,,,,,,4,,,,,
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,Niagara,(716) 278-4000,96,4,0,98,89,9,2,94,74,23,3,91,70,26,4,88,,1470,413,28,01/01/2021,12/31/2021
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,Genesee,(585) 343-6030,94,5,1,97,89,10,1,94,78,19,3,92,69,28,3,88,,957,206,22,01/01/2021,12/31/2021
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,Ontario,(585) 396-6000,96,3,1,98,91,8,1,95,83,15,2,94,85,14,1,94,,1555,503,32,01/01/2021,12/31/2021
330079,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983,Franklin,(518) 891-4141,97,3,0,98,93,6,1,96,88,10,2,95,88,12,0,96,,1524,397,28,01/01/2021,12/31/2021
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,Otsego,(607) 432-2000,97,3,0,98,91,8,1,95,88,11,1,94,81,18,1,93,,1573,497,32,01/01/2021,12/31/2021
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,Chemung,(607) 737-4100,98,2,0,99,90,8,2,94,78,17,5,92,71,28,1,90,3,329,94,30,01/01/2021,12/31/2021
330100,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,230 SECOND AVE,NEW YORK,NY,10003,New York,(212) 979-4000,95,4,1,97,89,8,3,93,79,16,5,92,81,15,4,91,,1648,341,21,01/01/2021,12/31/2021
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,Cattaraugus,(716) 373-2600,,,,,,,,,,,,,,,,,4,,,,,
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,Rockland,(845) 348-2000,96,3,1,98,90,7,3,94,81,16,3,93,75,22,3,90,,2299,469,20,01/01/2021,12/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,Nassau,(516) 562-0100,98,2,0,99,94,5,1,96,94,4,2,97,92,7,1,97,,1125,244,22,01/01/2021,12/31/2021
330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,Suffolk,(631) 548-6000,97,3,0,98,90,7,3,94,84,13,3,94,83,15,2,93,,1806,436,25,01/01/2021,12/31/2021
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,New York,(212) 439-2345,95,5,0,98,92,5,3,95,86,12,2,94,85,13,2,94,,1701,332,20,01/01/2021,12/31/2021
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,Monroe,(585) 922-4000,95,5,0,97,89,8,3,93,82,13,5,92,79,17,4,92,,2273,434,19,01/01/2021,12/31/2021
330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,Orange,(845) 343-2424,96,4,0,98,88,9,3,93,83,14,3,93,80,18,2,92,,6608,1407,21,01/01/2021,12/31/2021
330141,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,Suffolk,(631) 654-7100,95,4,1,97,88,9,3,93,74,21,5,90,67,29,4,87,,1013,251,25,01/01/2021,12/31/2021
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,Richmond,(418) 226-9761,97,2,1,98,91,7,2,94,81,15,4,93,80,18,2,92,,1288,283,22,01/01/2021,12/31/2021
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,Westchester,(914) 666-1200,98,2,0,99,91,7,2,95,90,9,1,95,86,12,2,94,,2303,580,26,01/01/2021,12/31/2021
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,Monroe,(585) 341-6736,96,4,0,98,88,10,2,93,84,12,4,93,85,13,2,94,,1151,358,31,01/01/2021,12/31/2021
330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,New York,(212) 420-2000,93,6,1,96,88,8,4,92,79,14,7,91,76,19,5,89,,1545,229,15,01/01/2021,12/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,Nassau,(516) 674-7300,98,2,0,99,92,6,2,95,91,8,1,96,89,10,1,96,,1800,493,27,01/01/2021,12/31/2021
