Fiscal Year,Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,MORT-30-COPD Achievement Threshold,MORT-30-COPD Benchmark,MORT-30-COPD Baseline Rate,MORT-30-COPD Performance Rate,MORT-30-COPD Achievement Points,MORT-30-COPD Improvement Points,MORT-30-COPD Measure Score,MORT-30-CABG Achievement Threshold,MORT-30-CABG Benchmark,MORT-30-CABG Baseline Rate,MORT-30-CABG Performance Rate,MORT-30-CABG Achievement Points,MORT-30-CABG Improvement Points,MORT-30-CABG Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
2023,250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,1105 EARL FRYE BLVD,AMORY,MS,38821,MONROE,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.880106,0.888610,3 out of 10,3 out of 9,3 out of 10,0.840138,0.871741,0.811286,0.764091,Not Available,Not Available,Not Available,0.919769,0.936349,0.921596,0.905450,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250031,MERIT HEALTH RIVER REGION,2100 HWY 61 N,VICKSBURG,MS,39183,WARREN,0.866548,0.885499,0.843218,0.873285,4 out of 10,7 out of 9,7 out of 10,0.881939,0.906798,0.885900,0.873621,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.855265,0.781073,Not Available,Not Available,Not Available,0.919769,0.936349,0.884130,0.920374,1 out of 10,6 out of 9,6 out of 10,0.968747,0.979620,0.952337,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.029440,0.027407,1 out of 10,2 out of 9,2 out of 10
2023,250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,1100 BELK BLVD,OXFORD,MS,38655,LAFAYETTE,0.866548,0.885499,0.860512,0.869600,2 out of 10,3 out of 9,3 out of 10,0.881939,0.906798,0.875817,0.876728,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.826451,0.833290,Not Available,Not Available,Not Available,0.919769,0.936349,0.926801,0.889738,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.967256,0.961987,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.038416,0.029479,0 out of 10,4 out of 9,4 out of 10
2023,250036,GEORGE REGIONAL HEALTH SYSTEM,859 WINTER STREET,LUCEDALE,MS,39452,GEORGE,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.859521,0.873050,0 out of 10,2 out of 9,2 out of 10,0.840138,0.871741,0.846075,0.805133,Not Available,Not Available,Not Available,0.919769,0.936349,0.914979,0.916459,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250038,MERIT HEALTH MADISON,161 RIVER OAKS DRIVE,CANTON,MS,39046,MADISON,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.883833,0.884951,2 out of 10,0 out of 9,2 out of 10,0.840138,0.871741,0.844663,0.839668,Not Available,Not Available,Not Available,0.919769,0.936349,0.920748,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250040,SINGING RIVER HEALTH SYSTEM,2809 DENNY AVENUE,PASCAGOULA,MS,39581,JACKSON,0.866548,0.885499,0.867582,0.857964,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.865328,0.855777,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.806730,0.813104,Not Available,Not Available,Not Available,0.919769,0.936349,0.905013,0.902293,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.969135,0.960196,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.024854,0.028956,0 out of 10,0 out of 9,0 out of 10
2023,250043,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,PHILADELPHIA,MS,39350,NESHOBA,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.870457,0.886953,2 out of 10,4 out of 9,4 out of 10,0.840138,0.871741,0.836581,0.776830,Not Available,Not Available,Not Available,0.919769,0.936349,0.912034,0.912164,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,HINDS,0.866548,0.885499,0.863241,0.857724,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.885302,0.864547,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.826406,0.784604,Not Available,Not Available,Not Available,0.919769,0.936349,0.922227,0.918248,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.963752,0.961059,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.022404,0.019199,10 out of 10,9 out of 9,10 out of 10
2023,250050,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD /MAIL PO BOX 1506,STARKVILLE,MS,39759,OKTIBBEHA,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.886691,0.848446,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.815226,0.798994,Not Available,Not Available,Not Available,0.919769,0.936349,0.917787,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.034011,0.024406,4 out of 10,6 out of 9,6 out of 10
2023,250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,P O BOX 948/427 HIGHWAY 51 NORTH,BROOKHAVEN,MS,39601,LINCOLN,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.858203,0.881910,0 out of 10,4 out of 9,4 out of 10,0.840138,0.871741,0.801385,0.787647,Not Available,Not Available,Not Available,0.919769,0.936349,0.930761,0.904879,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250058,SOUTH CENTRAL REG MED CTR,1220 JEFFERSON ST BOX 607,LAUREL,MS,39440,JONES,0.866548,0.885499,0.876781,0.875658,5 out of 10,0 out of 9,5 out of 10,0.881939,0.906798,0.862348,0.892297,4 out of 10,6 out of 9,6 out of 10,0.840138,0.871741,0.827803,0.813855,Not Available,Not Available,Not Available,0.919769,0.936349,0.908265,0.878337,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.033180,0.022802,6 out of 10,7 out of 9,7 out of 10
2023,250069,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,MS,39301,LAUDERDALE,0.866548,0.885499,0.856968,0.845344,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.875557,0.857835,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.791119,0.788065,Not Available,Not Available,Not Available,0.919769,0.936349,0.925258,0.891851,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.966982,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.030851,0.023609,5 out of 10,6 out of 9,6 out of 10
2023,250072,MERIT HEALTH CENTRAL,1850 CHADWICK DR,JACKSON,MS,39204,HINDS,0.866548,0.885499,0.857772,0.881089,7 out of 10,8 out of 9,8 out of 10,0.881939,0.906798,0.889871,0.883618,1 out of 10,0 out of 9,1 out of 10,0.840138,0.871741,0.828157,0.799172,Not Available,Not Available,Not Available,0.919769,0.936349,0.913621,0.913534,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.962380,0.966536,0 out of 10,2 out of 9,2 out of 10,0.027428,0.019779,0.033696,Not Available,Not Available,Not Available,Not Available
2023,250077,WAYNE GENERAL HOSPITAL,950 MATTHEW DR,WAYNESBORO,MS,39367,WAYNE,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.864964,0.879313,0 out of 10,3 out of 9,3 out of 10,0.840138,0.871741,0.832423,0.830858,Not Available,Not Available,Not Available,0.919769,0.936349,0.928175,0.920946,1 out of 10,0 out of 9,1 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250078,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,MS,39404,FORREST,0.866548,0.885499,0.870176,0.861662,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.874910,0.860845,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.792652,0.783601,Not Available,Not Available,Not Available,0.919769,0.936349,0.921549,0.886886,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.949809,0.954464,0 out of 10,1 out of 9,1 out of 10,0.027428,0.019779,0.038492,0.025952,2 out of 10,6 out of 9,6 out of 10
2023,250082,DELTA HEALTH- THE MEDICAL CENTER,1400 E UNION STREET / PO BOX 5247,GREENVILLE,MS,38704,ISSAQUENA,0.866548,0.885499,0.875069,0.847418,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.881027,0.871083,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.792156,0.769202,Not Available,Not Available,Not Available,0.919769,0.936349,0.910982,0.903794,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.027494,0.026684,1 out of 10,1 out of 9,1 out of 10
2023,250084,MERIT HEALTH NATCHEZ,52 SERGEANT PRENTISS DRIVE,NATCHEZ,MS,39120,ADAMS,0.866548,0.885499,0.845100,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.860374,0.870377,0 out of 10,2 out of 9,2 out of 10,0.840138,0.871741,0.810112,0.738916,Not Available,Not Available,Not Available,0.919769,0.936349,0.916530,0.909745,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.030723,Not Available,Not Available,Not Available,Not Available
2023,250093,BOLIVAR MEDICAL CENTER,901 E SUNFLOWER RD,CLEVELAND,MS,38732,BOLIVAR,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.866831,0.886163,2 out of 10,4 out of 9,4 out of 10,0.840138,0.871741,0.814572,0.820534,Not Available,Not Available,Not Available,0.919769,0.936349,0.897557,0.909544,0 out of 10,3 out of 9,3 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250094,MERIT HEALTH WESLEY,5001 W HARDY ST,HATTIESBURG,MS,39402,LAMAR,0.866548,0.885499,0.864326,0.862244,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.868366,0.844745,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.841824,0.814852,Not Available,Not Available,Not Available,0.919769,0.936349,0.925564,0.917900,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.962078,0.966309,0 out of 10,2 out of 9,2 out of 10,0.027428,0.019779,0.025621,0.021594,7 out of 10,6 out of 9,7 out of 10
2023,250096,CROSSGATES RIVER OAKS HOSPITAL,350 CROSSGATES BLVD,BRANDON,MS,39042,RANKIN,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.899657,Not Available,Not Available,Not Available,Not Available,0.840138,0.871741,0.836978,0.834868,Not Available,Not Available,Not Available,0.919769,0.936349,0.924910,0.898969,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AV BOX 1307,MCCOMB,MS,39649,PIKE,0.866548,0.885499,0.867827,0.855967,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.869102,0.864227,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.814958,0.802954,Not Available,Not Available,Not Available,0.919769,0.936349,0.913959,0.910246,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.962117,0.957408,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.029097,Not Available,Not Available,Not Available,Not Available
2023,250099,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD ,GREENWOOD,MS,38935,LEFLORE,0.866548,0.885499,0.856630,0.872059,3 out of 10,5 out of 9,5 out of 10,0.881939,0.906798,0.875511,0.889115,3 out of 10,4 out of 9,4 out of 10,0.840138,0.871741,0.825742,0.829402,Not Available,Not Available,Not Available,0.919769,0.936349,0.916969,0.914853,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.036990,0.026596,1 out of 10,6 out of 9,6 out of 10
2023,250100,BMH-GOLDEN TRIANGLE,2520 5TH STREET N,COLUMBUS,MS,39705,LOWNDES,0.866548,0.885499,0.856443,0.879944,7 out of 10,8 out of 9,8 out of 10,0.881939,0.906798,0.842760,0.858261,0 out of 10,2 out of 9,2 out of 10,0.840138,0.871741,0.823853,0.781259,Not Available,Not Available,Not Available,0.919769,0.936349,0.899965,0.899570,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.958575,0.967260,0 out of 10,4 out of 9,4 out of 10,0.027428,0.019779,0.024275,0.022616,6 out of 10,3 out of 9,6 out of 10
2023,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,MS,39202,HINDS,0.866548,0.885499,0.863360,0.870810,3 out of 10,3 out of 9,3 out of 10,0.881939,0.906798,0.876638,0.891244,4 out of 10,4 out of 9,4 out of 10,0.840138,0.871741,0.850985,0.837951,Not Available,Not Available,Not Available,0.919769,0.936349,0.914873,0.910065,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.970097,0.966559,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.025789,0.024855,4 out of 10,1 out of 9,4 out of 10
2023,250104,ANDERSON REGIONAL MEDICAL CENTER,2124 14TH STREET,MERIDIAN,MS,39301,LAUDERDALE,0.866548,0.885499,0.862179,0.838388,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.886634,0.854008,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.821341,0.771877,Not Available,Not Available,Not Available,0.919769,0.936349,0.916336,0.907850,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.958941,0.951463,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.017543,0.023322,5 out of 10,0 out of 9,5 out of 10
2023,250117,HIGHLAND COMMUNITY  HOSPITAL,130 HIGHLAND PKWY,PICAYUNE,MS,39466,PEARL RIVER,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.875671,0.876763,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.822242,0.831227,Not Available,Not Available,Not Available,0.919769,0.936349,0.913343,0.912106,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250123,SINGING RIVER GULFPORT,15200 COMMUNITY ROAD,GULFPORT,MS,39503,HARRISON,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.852030,0.886895,2 out of 10,6 out of 9,6 out of 10,0.840138,0.871741,0.828022,0.834767,Not Available,Not Available,Not Available,0.919769,0.936349,0.925815,0.885623,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.029204,0.020964,8 out of 10,8 out of 9,8 out of 10
2023,250138,MERIT HEALTH RIVER OAKS,1030 RIVER OAKS DRIVE,FLOWOOD,MS,39232,RANKIN,0.866548,0.885499,Not Available,0.867846,1 out of 10,Not Available,1 out of 10,0.881939,0.906798,0.861374,0.873681,0 out of 10,2 out of 9,2 out of 10,0.840138,0.871741,0.809780,0.844607,Not Available,Not Available,Not Available,0.919769,0.936349,0.917481,0.910599,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.022771,0.019215,10 out of 10,9 out of 9,10 out of 10
2023,250141,BAPTIST MEMORIAL HOSPITAL DESOTO,7601 SOUTHCREST PARKWAY,SOUTHAVEN,MS,38671,DESOTO,0.866548,0.885499,0.859907,0.851849,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.882007,0.881437,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.851451,0.828579,Not Available,Not Available,Not Available,0.919769,0.936349,0.903345,0.914353,0 out of 10,3 out of 9,3 out of 10,0.968747,0.979620,0.955112,0.947689,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250162,OCHSNER MEDICAL CENTER-HANCOCK,149 DRINKWATER BLVD,BAY SAINT LOUIS,MS,39520,HANCOCK,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.891440,0.878206,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.870671,0.848745,Not Available,Not Available,Not Available,0.919769,0.936349,0.920889,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654,DESOTO,0.866548,0.885499,Not Available,0.894033,10 out of 10,Not Available,10 out of 10,0.881939,0.906798,0.870793,0.863241,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.823860,0.825587,Not Available,Not Available,Not Available,0.919769,0.936349,0.916279,0.919826,1 out of 10,1 out of 9,1 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,960 AVENT DRIVE,GRENADA,MS,38901,GRENADA,0.866548,0.885499,0.867319,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.860466,0.886332,2 out of 10,5 out of 9,5 out of 10,0.840138,0.871741,0.816124,0.792637,Not Available,Not Available,Not Available,0.919769,0.936349,0.916753,0.902967,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,0.024185,4 out of 10,Not Available,4 out of 10
2023,260001,MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,MO,64804,JASPER,0.866548,0.885499,0.841061,0.876548,5 out of 10,7 out of 9,7 out of 10,0.881939,0.906798,0.858915,0.872761,0 out of 10,2 out of 9,2 out of 10,0.840138,0.871741,0.835617,0.810989,Not Available,Not Available,Not Available,0.919769,0.936349,0.931661,0.911102,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.963849,0.977652,8 out of 10,8 out of 9,8 out of 10,0.027428,0.019779,0.038783,Not Available,Not Available,Not Available,Not Available
2023,260005,SSM ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,SAINT CHARLES,MO,63301,ST. CHARLES,0.866548,0.885499,0.870821,0.870446,2 out of 10,0 out of 9,2 out of 10,0.881939,0.906798,0.873387,0.892804,4 out of 10,5 out of 9,5 out of 10,0.840138,0.871741,0.804170,0.833883,Not Available,Not Available,Not Available,0.919769,0.936349,0.909771,0.904911,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.975004,0.974742,5 out of 10,0 out of 9,5 out of 10,0.027428,0.019779,0.031493,0.025281,3 out of 10,5 out of 9,5 out of 10
2023,260006,MOSAIC LIFE CARE AT ST JOSEPH,5325 FARAON STREET,SAINT JOSEPH,MO,64506,BUCHANAN,0.866548,0.885499,0.887612,0.877660,6 out of 10,0 out of 9,6 out of 10,0.881939,0.906798,0.886147,0.891043,4 out of 10,2 out of 9,4 out of 10,0.840138,0.871741,0.871867,0.861251,Not Available,Not Available,Not Available,0.919769,0.936349,0.920889,0.923688,3 out of 10,1 out of 9,3 out of 10,0.968747,0.979620,0.976904,0.979577,9 out of 10,9 out of 9,9 out of 10,0.027428,0.019779,0.025604,0.023832,5 out of 10,3 out of 9,5 out of 10
2023,260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,MO,65302,PETTIS,0.866548,0.885499,0.868724,0.864545,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.890949,0.886324,2 out of 10,0 out of 9,2 out of 10,0.840138,0.871741,0.845186,0.806747,Not Available,Not Available,Not Available,0.919769,0.936349,0.932193,0.909599,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.022676,0.024727,4 out of 10,0 out of 9,4 out of 10
2023,260011,SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,2505 MISSION DRIVE,JEFFERSON CITY,MO,65109,COLE,0.866548,0.885499,0.858798,0.859339,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.880623,0.881345,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.848227,0.796389,Not Available,Not Available,Not Available,0.919769,0.936349,0.930697,0.900806,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.966451,0.963883,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.032476,0.021817,7 out of 10,8 out of 9,8 out of 10
2023,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,ROLLA,MO,65401,PHELPS,0.866548,0.885499,0.854739,0.855838,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.844909,0.859805,0 out of 10,2 out of 9,2 out of 10,0.840138,0.871741,0.831000,0.802630,Not Available,Not Available,Not Available,0.919769,0.936349,0.909639,0.911269,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.028888,0.022285,7 out of 10,7 out of 9,7 out of 10
2023,260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,ST. LOUIS,0.866548,0.885499,0.867136,0.873717,4 out of 10,3 out of 9,4 out of 10,0.881939,0.906798,0.905313,0.896380,6 out of 10,0 out of 9,6 out of 10,0.840138,0.871741,0.864099,0.884616,Not Available,Not Available,Not Available,0.919769,0.936349,0.927728,0.922764,2 out of 10,0 out of 9,2 out of 10,0.968747,0.979620,0.953847,0.970999,2 out of 10,6 out of 9,6 out of 10,0.027428,0.019779,0.021239,0.020023,9 out of 10,8 out of 9,9 out of 10
2023,260022,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,KIRKSVILLE,MO,63501,ADAIR,0.866548,0.885499,0.882157,0.873770,4 out of 10,0 out of 9,4 out of 10,0.881939,0.906798,0.864175,0.868644,0 out of 10,1 out of 9,1 out of 10,0.840138,0.871741,0.846545,0.859143,Not Available,Not Available,Not Available,0.919769,0.936349,0.919843,0.910456,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.029435,0.020663,8 out of 10,9 out of 9,9 out of 10
2023,260023,MERCY HOSPITAL JEFFERSON,1400 US HIGHWAY 61,FESTUS,MO,63028,JEFFERSON,0.866548,0.885499,0.866725,0.881737,8 out of 10,7 out of 9,8 out of 10,0.881939,0.906798,0.895748,0.894493,5 out of 10,0 out of 9,5 out of 10,0.840138,0.871741,0.813917,0.844771,Not Available,Not Available,Not Available,0.919769,0.936349,0.918284,0.921900,2 out of 10,2 out of 9,2 out of 10,0.968747,0.979620,0.971809,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.048259,0.023641,5 out of 10,8 out of 9,8 out of 10
2023,260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,HANNIBAL,MO,63401,MARION,0.866548,0.885499,0.879172,0.880017,7 out of 10,1 out of 9,7 out of 10,0.881939,0.906798,0.883599,0.870488,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.832791,0.811042,Not Available,Not Available,Not Available,0.919769,0.936349,0.932250,0.914862,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.024698,0.022537,6 out of 10,4 out of 9,6 out of 10
2023,260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,0.866548,0.885499,0.866654,0.889182,10 out of 10,9 out of 9,10 out of 10,0.881939,0.906798,0.882612,0.898349,6 out of 10,6 out of 9,6 out of 10,0.840138,0.871741,0.865573,0.815374,Not Available,Not Available,Not Available,0.919769,0.936349,0.927777,0.902822,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.969593,0.977005,7 out of 10,7 out of 9,7 out of 10,0.027428,0.019779,0.029091,0.027348,1 out of 10,1 out of 9,1 out of 10
2023,260040,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,GREENE,0.866548,0.885499,0.859848,0.855583,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.864137,0.844851,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.832975,0.833309,Not Available,Not Available,Not Available,0.919769,0.936349,0.917205,0.918934,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.971673,0.976528,7 out of 10,6 out of 9,7 out of 10,0.027428,0.019779,0.032247,0.025219,3 out of 10,5 out of 9,5 out of 10
2023,260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,0.866548,0.885499,0.845183,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.880199,0.889104,3 out of 10,3 out of 9,3 out of 10,0.840138,0.871741,0.850291,0.828741,Not Available,Not Available,Not Available,0.919769,0.936349,0.916403,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
