"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
454088,RIO GRANDE STATE CENTER,1401 RANGERVILLE ROAD,HARLINGEN,TX,78550,CAMERON,Hours of physical-restraint use,0.17,72.31,18066,,Hours of seclusion use,0.00,0,18066,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),37,232,,Alcohol use brief intervention provided or offered,2,45,,2,45,,Alcohol and other drug use disorder treatment provided or offered at discharge,93,174,,89,174,,Tobacco use treatment provided or offered,93,162,,87,152,,Tobacco use treatment provided or offered at discharge,35,147,,30,147,,Transition record with specified elements received by discharged patients (TR1),90,449,,Timely transmission of transition record (TR2),65,449,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),42,184,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454093,SUNRISE CANYON HOSPITAL,1950 ASPEN AVENUE,LUBBOCK,TX,79408,LUBBOCK,Hours of physical-restraint use,0.07,7.77,4818,,Hours of seclusion use,0.04,4.55,4818,,Patients discharged on multiple antipsychotic medications with appropriate justification,70,23,,Screening for metabolic disorders (SMD),88,229,,Alcohol use brief intervention provided or offered,82,131,,44,129,,Alcohol and other drug use disorder treatment provided or offered at discharge,67,226,,7,226,,Tobacco use treatment provided or offered,68,209,,1,197,,Tobacco use treatment provided or offered at discharge,6,191,,1,191,,Transition record with specified elements received by discharged patients (TR1),72,561,,Timely transmission of transition record (TR2),72,561,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.9,31,,32.3,31,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),83,258,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454094,MEDICAL CITY GREEN OAKS HOSPITAL,7808 CLODUS FIELDS DRIVE,DALLAS,TX,75251,DALLAS,Hours of physical-restraint use,0.19,215.22,47607,,Hours of seclusion use,0.08,93.48,47607,,Patients discharged on multiple antipsychotic medications with appropriate justification,76,58,,Screening for metabolic disorders (SMD),76,740,,Alcohol use brief intervention provided or offered,99,87,,99,87,,Alcohol and other drug use disorder treatment provided or offered at discharge,81,122,,80,122,,Tobacco use treatment provided or offered,94,106,,66,103,,Tobacco use treatment provided or offered at discharge,71,102,,71,102,,Transition record with specified elements received by discharged patients (TR1),0,1421,,Timely transmission of transition record (TR2),0,1421,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58,157,,44.6,157,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,66.2,293,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),100,564,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454100,EL PASO PSYCHIATRIC CENTER,4615 ALAMEDA AVENUE,EL PASO,TX,79905,EL PASO,Hours of physical-restraint use,0.53,119.72,9465,,Hours of seclusion use,0.06,13.13,9465,,Patients discharged on multiple antipsychotic medications with appropriate justification,29,14,,Screening for metabolic disorders (SMD),0,204,,Alcohol use brief intervention provided or offered,4,74,,10,21,,Alcohol and other drug use disorder treatment provided or offered at discharge,61,107,,35,107,,Tobacco use treatment provided or offered,68,98,,64,72,,Tobacco use treatment provided or offered at discharge,26,72,,0,72,,Transition record with specified elements received by discharged patients (TR1),35,291,,Timely transmission of transition record (TR2),27,291,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),5,106,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454101,ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,"2601 DIMMITT ROAD, SUITE 400",PLAINVIEW,TX,79072,HALE,Hours of physical-restraint use,0.00,0,2640,,Hours of seclusion use,0.00,0.2,2640,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),82,133,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,33,,100,33,,Tobacco use treatment provided or offered at discharge,100,33,,100,33,,Transition record with specified elements received by discharged patients (TR1),93,187,,Timely transmission of transition record (TR2),93,187,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),90,98,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454103,KINGWOOD PINES HOSPITAL,2001 LADBROOK,KINGWOOD,TX,77339,HARRIS,Hours of physical-restraint use,0.04,25.9,30326,,Hours of seclusion use,0.15,109.53,30326,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,26,,Screening for metabolic disorders (SMD),91,588,,Alcohol use brief intervention provided or offered,100,75,,100,75,,Alcohol and other drug use disorder treatment provided or offered at discharge,79,127,,77,127,,Tobacco use treatment provided or offered,96,157,,13,151,,Tobacco use treatment provided or offered at discharge,91,145,,8,145,,Transition record with specified elements received by discharged patients (TR1),98,822,,Timely transmission of transition record (TR2),78,822,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50.6,83,,24.1,83,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,82.7,133,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),98,400,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454104,UNIVERSITY BEHAVIORAL HEALTH OF DENTON,2026 WEST UNIVERSITY DRIVE,DENTON,TX,76201,DENTON,Hours of physical-restraint use,0.10,51.9,22263,,Hours of seclusion use,0.04,20.3,22263,,Patients discharged on multiple antipsychotic medications with appropriate justification,47,15,,Screening for metabolic disorders (SMD),47,265,,Alcohol use brief intervention provided or offered,50,139,,58,93,,Alcohol and other drug use disorder treatment provided or offered at discharge,64,202,,48,202,,Tobacco use treatment provided or offered,57,188,,2,174,,Tobacco use treatment provided or offered at discharge,57,167,,0,167,,Transition record with specified elements received by discharged patients (TR1),97,739,,Timely transmission of transition record (TR2),67,739,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59.2,76,,38.2,76,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,61.5,109,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),48,361,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454107,BEHAVIORAL HOSPITAL OF BELLAIRE,"5314 DASHWOOD, SUITE 200",HOUSTON,TX,77081,HARRIS,Hours of physical-restraint use,0.01,9.08,34903,,Hours of seclusion use,0.46,386.4,34903,,Patients discharged on multiple antipsychotic medications with appropriate justification,96,96,,Screening for metabolic disorders (SMD),96,548,,Alcohol use brief intervention provided or offered,43,149,,100,64,,Alcohol and other drug use disorder treatment provided or offered at discharge,78,184,,47,184,,Tobacco use treatment provided or offered,93,242,,36,242,,Tobacco use treatment provided or offered at discharge,74,228,,25,228,,Transition record with specified elements received by discharged patients (TR1),70,950,,Timely transmission of transition record (TR2),69,950,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.4,179,,24.6,179,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,70.3,283,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),53,475,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454108,CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,HOUSTON,TX,77090,HARRIS,Hours of physical-restraint use,0.02,18.22,33716,,Hours of seclusion use,0.02,12.48,33716,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,13,,Screening for metabolic disorders (SMD),86,593,,Alcohol use brief intervention provided or offered,99,82,,100,81,,Alcohol and other drug use disorder treatment provided or offered at discharge,94,180,,89,180,,Tobacco use treatment provided or offered,94,250,,84,250,,Tobacco use treatment provided or offered at discharge,80,245,,30,245,,Transition record with specified elements received by discharged patients (TR1),92,924,,Timely transmission of transition record (TR2),89,924,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.4,116,,25.9,116,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,74.6,185,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),69,459,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454109,EL PASO BEHAVIORAL HEALTH SYSTEM,1900 DENVER AVE,EL PASO,TX,79902,EL PASO,Hours of physical-restraint use,0.07,84.78,50755,,Hours of seclusion use,0.09,113.65,50755,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),93,779,,Alcohol use brief intervention provided or offered,91,203,,81,192,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,396,,49,396,,Tobacco use treatment provided or offered,98,364,,10,358,,Tobacco use treatment provided or offered at discharge,94,346,,0,346,,Transition record with specified elements received by discharged patients (TR1),98,1239,,Timely transmission of transition record (TR2),98,1239,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.3,152,,31.6,152,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,60.8,222,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),86,637,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454110,OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN,3300 S FM 1788,MIDLAND,TX,79706,MIDLAND,Hours of physical-restraint use,0.01,2.68,14870,,Hours of seclusion use,0.15,54.58,14870,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),74,264,,Alcohol use brief intervention provided or offered,89,54,,81,53,,Alcohol and other drug use disorder treatment provided or offered at discharge,41,51,,33,51,,Tobacco use treatment provided or offered,73,113,,56,108,,Tobacco use treatment provided or offered at discharge,69,93,,39,93,,Transition record with specified elements received by discharged patients (TR1),93,578,,Timely transmission of transition record (TR2),93,578,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42.6,47,,19.1,47,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,64.6,82,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),85,290,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454114,CEDAR CREST HOSPITAL & RTC,3500 SOUTH IH-35,BELTON,TX,76513,BELL,Hours of physical-restraint use,0.02,13.38,26548,,Hours of seclusion use,0.07,45.9,26548,,Patients discharged on multiple antipsychotic medications with appropriate justification,83,12,,Screening for metabolic disorders (SMD),67,293,,Alcohol use brief intervention provided or offered,68,41,,60,35,,Alcohol and other drug use disorder treatment provided or offered at discharge,45,133,,31,133,,Tobacco use treatment provided or offered,63,133,,11,132,,Tobacco use treatment provided or offered at discharge,44,128,,0,128,,Transition record with specified elements received by discharged patients (TR1),83,623,,Timely transmission of transition record (TR2),62,623,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,31.6,95,,20,95,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,66.4,146,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),50,307,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454117,OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW,615 CLINIC DR,LONGVIEW,TX,75605,GREGG,Hours of physical-restraint use,0.02,3.07,6770,,Hours of seclusion use,0.18,28.98,6770,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),56,208,,Alcohol use brief intervention provided or offered,83,24,,82,22,,Alcohol and other drug use disorder treatment provided or offered at discharge,33,45,,9,45,,Tobacco use treatment provided or offered,99,155,,10,153,,Tobacco use treatment provided or offered at discharge,98,106,,2,106,,Transition record with specified elements received by discharged patients (TR1),96,572,,Timely transmission of transition record (TR2),96,572,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,57.4,61,,29.5,61,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,72.8,81,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),63,258,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454118,LONE STAR BEHAVIORAL HEALTH CYPRESS,16303 GRANT ROAD,CYPRESS,TX,77429,HARRIS,Hours of physical-restraint use,0.00,0.13,4206,,Hours of seclusion use,0.08,8.36,4206,,Patients discharged on multiple antipsychotic medications with appropriate justification,98,194,,Screening for metabolic disorders (SMD),100,352,,Alcohol use brief intervention provided or offered,100,46,,96,46,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,46,,24,46,,Tobacco use treatment provided or offered,100,289,,14,289,,Tobacco use treatment provided or offered at discharge,100,289,,5,289,,Transition record with specified elements received by discharged patients (TR1),100,392,,Timely transmission of transition record (TR2),99,392,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,79.7,79,,68.4,79,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,85.4,158,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),98,229,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454119,CARROLLTON SPRINGS,2225 PARKER ROAD,CARROLLTON,TX,75010,DENTON,Hours of physical-restraint use,0.01,3.85,23047,,Hours of seclusion use,0.01,5.67,23047,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),79,292,,Alcohol use brief intervention provided or offered,80,193,,80,189,,Alcohol and other drug use disorder treatment provided or offered at discharge,91,302,,90,302,,Tobacco use treatment provided or offered,81,256,,4,243,,Tobacco use treatment provided or offered at discharge,66,231,,0,231,,Transition record with specified elements received by discharged patients (TR1),81,598,,Timely transmission of transition record (TR2),76,598,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,71.8,78,,47.4,78,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,75.2,125,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),82,283,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454121,AUSTIN OAKS HOSPITAL,1407 WEST STASSNEY LANE,AUSTIN,TX,78745,TRAVIS,Hours of physical-restraint use,0.02,7.2,19139,,Hours of seclusion use,0.11,50.48,19139,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),99,171,,Alcohol use brief intervention provided or offered,94,35,,100,33,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,124,,100,124,,Tobacco use treatment provided or offered,100,78,,99,78,,Tobacco use treatment provided or offered at discharge,99,73,,88,73,,Transition record with specified elements received by discharged patients (TR1),99,751,,Timely transmission of transition record (TR2),99,751,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,44.1,93,,19.4,93,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,65.9,129,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),100,366,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454122,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,4225 WOODS PLACE,ABILENE,TX,79602,TAYLOR,Hours of physical-restraint use,0.04,24.1,22635,,Hours of seclusion use,0.14,73.55,22635,,Patients discharged on multiple antipsychotic medications with appropriate justification,56,36,,Screening for metabolic disorders (SMD),71,338,,Alcohol use brief intervention provided or offered,86,101,,74,100,,Alcohol and other drug use disorder treatment provided or offered at discharge,61,97,,61,97,,Tobacco use treatment provided or offered,90,213,,3,198,,Tobacco use treatment provided or offered at discharge,98,181,,1,181,,Transition record with specified elements received by discharged patients (TR1),98,595,,Timely transmission of transition record (TR2),90,595,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.7,153,,23.5,153,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,71.8,238,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),86,289,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454123,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN LLC,302 GOBBLERS KNOB RD,LUFKIN,TX,75904,ANGELINA,Hours of physical-restraint use,0.00,0,6775,,Hours of seclusion use,0.00,0,6775,,Patients discharged on multiple antipsychotic medications with appropriate justification,33,21,,Screening for metabolic disorders (SMD),87,322,,Alcohol use brief intervention provided or offered,73,55,,29,55,,Alcohol and other drug use disorder treatment provided or offered at discharge,54,35,,29,35,,Tobacco use treatment provided or offered,97,204,,6,204,,Tobacco use treatment provided or offered at discharge,98,160,,2,160,,Transition record with specified elements received by discharged patients (TR1),71,552,,Timely transmission of transition record (TR2),67,552,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.3,80,,35,80,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,80.4,107,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),75,271,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454124,MESA SPRINGS,5560 MESA SPRINGS DRIVE,FORT WORTH,TX,76123,TARRANT,Hours of physical-restraint use,0.04,20.52,21450,,Hours of seclusion use,0.05,25.67,21450,,Patients discharged on multiple antipsychotic medications with appropriate justification,46,13,,Screening for metabolic disorders (SMD),82,293,,Alcohol use brief intervention provided or offered,81,97,,68,95,,Alcohol and other drug use disorder treatment provided or offered at discharge,64,124,,64,124,,Tobacco use treatment provided or offered,71,106,,5,105,,Tobacco use treatment provided or offered at discharge,51,97,,0,97,,Transition record with specified elements received by discharged patients (TR1),100,602,,Timely transmission of transition record (TR2),87,602,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,64.8,54,,44.4,54,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,78.8,85,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),95,292,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
