"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.922,,04/01/2021,03/31/2022
MO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.110,,04/01/2021,03/31/2022
MO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.013,,04/01/2021,03/31/2022
MO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.641,,04/01/2021,03/31/2022
MO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.785,,04/01/2021,03/31/2022
MO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.711,,04/01/2021,03/31/2022
MO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.807,,04/01/2021,03/31/2022
MO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.067,,04/01/2021,03/31/2022
MO,HAI_3_SIR,SSI - Colon Surgery,0.930,,04/01/2021,03/31/2022
MO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.744,,04/01/2021,03/31/2022
MO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.284,,04/01/2021,03/31/2022
MO,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.987,,04/01/2021,03/31/2022
MO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.953,,04/01/2021,03/31/2022
MO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.213,,04/01/2021,03/31/2022
MO,HAI_5_SIR,MRSA Bacteremia,1.077,,04/01/2021,03/31/2022
MO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.524,,04/01/2021,03/31/2022
MO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.589,,04/01/2021,03/31/2022
MO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.556,,04/01/2021,03/31/2022
MP,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,04/01/2021,03/31/2022
MP,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,04/01/2021,03/31/2022
MP,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,04/01/2021,03/31/2022
MP,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,04/01/2021,03/31/2022
MP,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_5_SIR,MRSA Bacteremia,Not Available,5,04/01/2021,03/31/2022
MP,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,04/01/2021,03/31/2022
MP,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,04/01/2021,03/31/2022
MS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.059,,04/01/2021,03/31/2022
MS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.350,,04/01/2021,03/31/2022
MS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.198,,04/01/2021,03/31/2022
MS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.603,,04/01/2021,03/31/2022
MS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.794,,04/01/2021,03/31/2022
MS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.693,,04/01/2021,03/31/2022
MS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.839,,04/01/2021,03/31/2022
MS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.253,,04/01/2021,03/31/2022
MS,HAI_3_SIR,SSI - Colon Surgery,1.031,,04/01/2021,03/31/2022
MS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.658,,04/01/2021,03/31/2022
MS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.404,,04/01/2021,03/31/2022
MS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.979,,04/01/2021,03/31/2022
MS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.183,,04/01/2021,03/31/2022
MS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.613,,04/01/2021,03/31/2022
MS,HAI_5_SIR,MRSA Bacteremia,1.385,,04/01/2021,03/31/2022
MS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.395,,04/01/2021,03/31/2022
MS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.483,,04/01/2021,03/31/2022
MS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.437,,04/01/2021,03/31/2022
MT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.613,,04/01/2021,03/31/2022
MT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.274,,04/01/2021,03/31/2022
MT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.899,,04/01/2021,03/31/2022
MT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.440,,04/01/2021,03/31/2022
MT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.825,,04/01/2021,03/31/2022
MT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.610,,04/01/2021,03/31/2022
MT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.645,,04/01/2021,03/31/2022
MT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.397,,04/01/2021,03/31/2022
MT,HAI_3_SIR,SSI - Colon Surgery,0.967,,04/01/2021,03/31/2022
MT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.423,,04/01/2021,03/31/2022
MT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.912,,04/01/2021,03/31/2022
MT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.967,,04/01/2021,03/31/2022
MT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.564,,04/01/2021,03/31/2022
MT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.307,,04/01/2021,03/31/2022
MT,HAI_5_SIR,MRSA Bacteremia,0.878,,04/01/2021,03/31/2022
MT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.449,,04/01/2021,03/31/2022
MT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.657,,04/01/2021,03/31/2022
MT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.545,,04/01/2021,03/31/2022
NC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.141,,04/01/2021,03/31/2022
NC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.305,,04/01/2021,03/31/2022
NC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.221,,04/01/2021,03/31/2022
NC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.830,,04/01/2021,03/31/2022
NC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.963,,04/01/2021,03/31/2022
NC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.895,,04/01/2021,03/31/2022
NC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.773,,04/01/2021,03/31/2022
NC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.981,,04/01/2021,03/31/2022
NC,HAI_3_SIR,SSI - Colon Surgery,0.872,,04/01/2021,03/31/2022
NC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.893,,04/01/2021,03/31/2022
NC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.353,,04/01/2021,03/31/2022
NC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.105,,04/01/2021,03/31/2022
NC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.040,,04/01/2021,03/31/2022
NC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.242,,04/01/2021,03/31/2022
NC,HAI_5_SIR,MRSA Bacteremia,1.138,,04/01/2021,03/31/2022
NC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.397,,04/01/2021,03/31/2022
NC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.442,,04/01/2021,03/31/2022
NC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.419,,04/01/2021,03/31/2022
ND,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.414,,04/01/2021,03/31/2022
ND,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.804,,04/01/2021,03/31/2022
ND,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.585,,04/01/2021,03/31/2022
ND,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.349,,04/01/2021,03/31/2022
ND,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.700,,04/01/2021,03/31/2022
ND,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.502,,04/01/2021,03/31/2022
ND,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.612,,04/01/2021,03/31/2022
ND,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.325,,04/01/2021,03/31/2022
ND,HAI_3_SIR,SSI - Colon Surgery,0.917,,04/01/2021,03/31/2022
ND,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.303,,04/01/2021,03/31/2022
ND,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.243,,04/01/2021,03/31/2022
ND,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.191,,04/01/2021,03/31/2022
ND,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.355,,04/01/2021,03/31/2022
ND,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.953,,04/01/2021,03/31/2022
ND,HAI_5_SIR,MRSA Bacteremia,0.600,,04/01/2021,03/31/2022
ND,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.550,,04/01/2021,03/31/2022
ND,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.750,,04/01/2021,03/31/2022
ND,HAI_6_SIR,Clostridium Difficile (C.Diff),0.644,,04/01/2021,03/31/2022
NE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.504,,04/01/2021,03/31/2022
NE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.837,,04/01/2021,03/31/2022
NE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.655,,04/01/2021,03/31/2022
NE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.753,,04/01/2021,03/31/2022
NE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.136,,04/01/2021,03/31/2022
NE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.930,,04/01/2021,03/31/2022
NE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.938,,04/01/2021,03/31/2022
NE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.505,,04/01/2021,03/31/2022
NE,HAI_3_SIR,SSI - Colon Surgery,1.197,,04/01/2021,03/31/2022
NE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.081,,04/01/2021,03/31/2022
NE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.417,,04/01/2021,03/31/2022
NE,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.650,,04/01/2021,03/31/2022
NE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.757,,04/01/2021,03/31/2022
NE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.306,,04/01/2021,03/31/2022
NE,HAI_5_SIR,MRSA Bacteremia,1.003,,04/01/2021,03/31/2022
NE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.488,,04/01/2021,03/31/2022
NE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.624,,04/01/2021,03/31/2022
NE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.552,,04/01/2021,03/31/2022
NH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.682,,04/01/2021,03/31/2022
NH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.152,,04/01/2021,03/31/2022
NH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.894,,04/01/2021,03/31/2022
NH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.685,,04/01/2021,03/31/2022
NH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.069,,04/01/2021,03/31/2022
NH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.861,,04/01/2021,03/31/2022
NH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.529,,04/01/2021,03/31/2022
NH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.114,,04/01/2021,03/31/2022
NH,HAI_3_SIR,SSI - Colon Surgery,0.781,,04/01/2021,03/31/2022
NH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.983,,04/01/2021,03/31/2022
NH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.084,,04/01/2021,03/31/2022
NH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.814,,04/01/2021,03/31/2022
NH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.390,,04/01/2021,03/31/2022
NH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.904,,04/01/2021,03/31/2022
NH,HAI_5_SIR,MRSA Bacteremia,0.607,,04/01/2021,03/31/2022
NH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.598,,04/01/2021,03/31/2022
NH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.778,,04/01/2021,03/31/2022
NH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.684,,04/01/2021,03/31/2022
NJ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.728,,04/01/2021,03/31/2022
NJ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.903,,04/01/2021,03/31/2022
NJ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.812,,04/01/2021,03/31/2022
NJ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.574,,04/01/2021,03/31/2022
NJ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.721,,04/01/2021,03/31/2022
NJ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.644,,04/01/2021,03/31/2022
NJ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.629,,04/01/2021,03/31/2022
NJ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.859,,04/01/2021,03/31/2022
NJ,HAI_3_SIR,SSI - Colon Surgery,0.737,,04/01/2021,03/31/2022
NJ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.558,,04/01/2021,03/31/2022
NJ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.024,,04/01/2021,03/31/2022
NJ,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.765,,04/01/2021,03/31/2022
NJ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.940,,04/01/2021,03/31/2022
NJ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.183,,04/01/2021,03/31/2022
NJ,HAI_5_SIR,MRSA Bacteremia,1.056,,04/01/2021,03/31/2022
NJ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.480,,04/01/2021,03/31/2022
NJ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.536,,04/01/2021,03/31/2022
NJ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.507,,04/01/2021,03/31/2022
NM,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.060,,04/01/2021,03/31/2022
NM,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.531,,04/01/2021,03/31/2022
NM,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.279,,04/01/2021,03/31/2022
NM,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,1.123,,04/01/2021,03/31/2022
NM,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.518,,04/01/2021,03/31/2022
NM,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.309,,04/01/2021,03/31/2022
NM,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.557,,04/01/2021,03/31/2022
NM,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.072,,04/01/2021,03/31/2022
NM,HAI_3_SIR,SSI - Colon Surgery,0.783,,04/01/2021,03/31/2022
NM,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.511,,04/01/2021,03/31/2022
NM,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.602,,04/01/2021,03/31/2022
NM,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.942,,04/01/2021,03/31/2022
NM,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.725,,04/01/2021,03/31/2022
NM,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.286,,04/01/2021,03/31/2022
NM,HAI_5_SIR,MRSA Bacteremia,0.975,,04/01/2021,03/31/2022
NM,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.635,,04/01/2021,03/31/2022
NM,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.792,,04/01/2021,03/31/2022
NM,HAI_6_SIR,Clostridium Difficile (C.Diff),0.710,,04/01/2021,03/31/2022
NV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.832,,04/01/2021,03/31/2022
NV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.078,,04/01/2021,03/31/2022
NV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.949,,04/01/2021,03/31/2022
NV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.537,,04/01/2021,03/31/2022
NV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.732,,04/01/2021,03/31/2022
NV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.628,,04/01/2021,03/31/2022
NV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.752,,04/01/2021,03/31/2022
NV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.202,,04/01/2021,03/31/2022
NV,HAI_3_SIR,SSI - Colon Surgery,0.957,,04/01/2021,03/31/2022
NV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.615,,04/01/2021,03/31/2022
NV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.706,,04/01/2021,03/31/2022
NV,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.058,,04/01/2021,03/31/2022
NV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.856,,04/01/2021,03/31/2022
NV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.252,,04/01/2021,03/31/2022
NV,HAI_5_SIR,MRSA Bacteremia,1.040,,04/01/2021,03/31/2022
NV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.303,,04/01/2021,03/31/2022
NV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.379,,04/01/2021,03/31/2022
NV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.339,,04/01/2021,03/31/2022
NY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.898,,04/01/2021,03/31/2022
NY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.003,,04/01/2021,03/31/2022
NY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.949,,04/01/2021,03/31/2022
NY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.755,,04/01/2021,03/31/2022
NY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.842,,04/01/2021,03/31/2022
NY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.798,,04/01/2021,03/31/2022
NY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.767,,04/01/2021,03/31/2022
NY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.942,,04/01/2021,03/31/2022
NY,HAI_3_SIR,SSI - Colon Surgery,0.851,,04/01/2021,03/31/2022
NY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.918,,04/01/2021,03/31/2022
NY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.339,,04/01/2021,03/31/2022
NY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.113,,04/01/2021,03/31/2022
NY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.888,,04/01/2021,03/31/2022
NY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.033,,04/01/2021,03/31/2022
NY,HAI_5_SIR,MRSA Bacteremia,0.958,,04/01/2021,03/31/2022
NY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.523,,04/01/2021,03/31/2022
NY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.561,,04/01/2021,03/31/2022
NY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.542,,04/01/2021,03/31/2022
OH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.912,,04/01/2021,03/31/2022
OH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.053,,04/01/2021,03/31/2022
OH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.981,,04/01/2021,03/31/2022
OH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.684,,04/01/2021,03/31/2022
OH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.791,,04/01/2021,03/31/2022
OH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.736,,04/01/2021,03/31/2022
OH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.852,,04/01/2021,03/31/2022
OH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.038,,04/01/2021,03/31/2022
OH,HAI_3_SIR,SSI - Colon Surgery,0.941,,04/01/2021,03/31/2022
OH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.875,,04/01/2021,03/31/2022
OH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.299,,04/01/2021,03/31/2022
OH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.071,,04/01/2021,03/31/2022
OH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.171,,04/01/2021,03/31/2022
OH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.380,,04/01/2021,03/31/2022
OH,HAI_5_SIR,MRSA Bacteremia,1.272,,04/01/2021,03/31/2022
OH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.501,,04/01/2021,03/31/2022
OH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.547,,04/01/2021,03/31/2022
OH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.524,,04/01/2021,03/31/2022
