"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
ST JOSEPHS SURGERY CENTER,05C0001711,1619974219,STOCKTON,CA,95204,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,82,95.1,
PORT ORANGE ENDOSCOPY AND SURGERY CENTER,10C0001449,1619979580,PORT ORANGE,FL,32127,2021,100,,N/A,5,604,No Different Than the National Rate,10,7.2,13.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PORT ORANGE ENDOSCOPY AND SURGERY CENTER,10C0001449,1619979580,PORT ORANGE,FL,32127,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,95.2,
CEDARS SURGERY CENTER LP,05C0001470,1619989019,SANTA BARBARA,CA,93105,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CEDARS SURGERY CENTER LP,05C0001470,1619989019,SANTA BARBARA,CA,93105,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AESTHETIC PLASTIC SURGERY CENTER,10C0001135,1619992518,VENICE,FL,34285,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,30,No Different Than the National Rate,2,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AESTHETIC PLASTIC SURGERY CENTER,10C0001135,1619992518,VENICE,FL,34285,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,5,N/A,1
MED CITY DALLAS OUTPATIENT SURGERY CENTER LP,45C0001100,1619995180,DALLAS,TX,75230,2021,55.56,,N/A,5,456,No Different Than the National Rate,10.9,8,14.9,,100,,N/A,5,45,No Different Than the National Rate,2,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MED CITY DALLAS OUTPATIENT SURGERY CENTER LP,45C0001100,1619995180,DALLAS,TX,75230,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,270,88.4,
UPSTATE SURGERY CENTER LLC,42C0001033,1619998523,GREENVILLE,SC,29615,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.39,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
UPSTATE SURGERY CENTER LLC,42C0001033,1619998523,GREENVILLE,SC,29615,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97,88.7,
PAIN CARE CENTER BOISE LLC,13C0001049,1619998648,BOISE,ID,83702,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PAIN CARE CENTER BOISE LLC,13C0001049,1619998648,BOISE,ID,83702,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,100,
ENDOSCOPY CENTER OF SANTA MONICA,05C0001664,1629009071,LOS ANGELES,CA,90025,2021,5.48,,N/A,5,1944,No Different Than the National Rate,9,6.8,11.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF SANTA MONICA,05C0001664,1629009071,LOS ANGELES,CA,90025,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,38,100,
CHAMBERSBURG ENDOSCOPY CENTER LLC,39C0001215,1629013164,CHAMBERSBURG,PA,17201,2021,89.2,,N/A,5,2738,No Different Than the National Rate,12.6,10,15.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHAMBERSBURG ENDOSCOPY CENTER LLC,39C0001215,1629013164,CHAMBERSBURG,PA,17201,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,73,
RAINIER SURGICAL CENTER,50C0001253,1629016555,FEDERAL WAY,WA,98003,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,67,No Different Than the National Rate,5.1,3.2,7.7,,,N/A,5
RAINIER SURGICAL CENTER,50C0001253,1629016555,FEDERAL WAY,WA,98003,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
UTAH SURGICAL CENTER LLC,46C0001033,1629032305,WEST VALLEY CITY,UT,84120,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
UTAH SURGICAL CENTER LLC,46C0001033,1629032305,WEST VALLEY CITY,UT,84120,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,89,92.9,
AMBULATORY SURGERY CENTER GROUP LTD,10C0001002,1629032446,TAMPA,FL,33613,2021,80.95,,N/A,5,133,No Different Than the National Rate,10.7,7.6,14.9,,100,,0.05,,111,No Different Than the National Rate,2,1.3,3,,51,No Different Than the National Rate,4.4,2.7,6.8,,,N/A,5
AMBULATORY SURGERY CENTER GROUP LTD,10C0001002,1629032446,TAMPA,FL,33613,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,197,43.8,
SAN ANTONIO EYE CENTER,45C0001010,1629038989,SAN ANTONIO,TX,78215,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.66,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAN ANTONIO EYE CENTER,45C0001010,1629038989,SAN ANTONIO,TX,78215,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,99,
WESTLAKE OPHTHALMOLOGY ASC LP,55C0001006,1629041157,WESTLAKE VILLAGE,CA,91361,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.29,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WESTLAKE OPHTHALMOLOGY ASC LP,55C0001006,1629041157,WESTLAKE VILLAGE,CA,91361,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MONTICELLO COMMUNITY SURGERY CENTER LLC,49C0001029,1629045133,CHARLOTTESVILLE,VA,22901,2021,61.54,,N/A,5,110,No Different Than the National Rate,10.6,7.4,14.7,,95.04,,0.46,,173,No Different Than the National Rate,1.8,1.2,2.8,,100,No Different Than the National Rate,5.6,3.6,8.4,,,N/A,5
MONTICELLO COMMUNITY SURGERY CENTER LLC,49C0001029,1629045133,CHARLOTTESVILLE,VA,22901,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
INSTITUTO DE GASTROENTEROLOGIA DE PR,40C0001011,1629063151,SAN JUAN,PR,918,2021,N/A,5,N/A,5,168,No Different Than the National Rate,10.9,7.9,15.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
INSTITUTO DE GASTROENTEROLOGIA DE PR,40C0001011,1629063151,SAN JUAN,PR,918,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYE SURG OF UTAH LLC,46C0001024,1629069281,DRAPER,UT,84020,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.31,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYE SURG OF UTAH LLC,46C0001024,1629069281,DRAPER,UT,84020,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,86.1,
MICHIGAN ENDOSCOPY CENTER LLC,23C0001045,1629075106,FARMINGTON HILLS,MI,48334,2021,96.88,,N/A,5,3580,No Different Than the National Rate,9.6,7.6,12.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MICHIGAN ENDOSCOPY CENTER LLC,23C0001045,1629075106,FARMINGTON HILLS,MI,48334,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,87,92.8,
NOVAMED EYE SURGERY CENTER OF OVERLAND PARK LLC,17C0001010,1629078043,OVERLAND PARK,KS,66211,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.18,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NOVAMED EYE SURGERY CENTER OF OVERLAND PARK LLC,17C0001010,1629078043,OVERLAND PARK,KS,66211,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,82.1,
CARES SURGICENTER LLC,31C0001121,1629079058,NEW BRUNSWICK,NJ,8901,2021,97.22,,N/A,5,416,No Different Than the National Rate,10.2,7.3,14,,100,,N/A,5,32,No Different Than the National Rate,2.2,1.4,3.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CARES SURGICENTER LLC,31C0001121,1629079058,NEW BRUNSWICK,NJ,8901,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,165,100,
NEWCO AMBULATORY SURGERY CENTER LLP,23C0001052,1629079611,FORT GRATIOT,MI,48059,2021,100,,N/A,5,210,No Different Than the National Rate,10.4,7.5,14.3,,100,,0.06,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,114,No Different Than the National Rate,6.7,4.5,9.8,,,N/A,5
NEWCO AMBULATORY SURGERY CENTER LLP,23C0001052,1629079611,FORT GRATIOT,MI,48059,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ANNAPOLIS ENT SURGICAL CENTER LLC,21C0001360,1629094917,ANNAPOLIS,MD,21401,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ANNAPOLIS ENT SURGICAL CENTER LLC,21C0001360,1629094917,ANNAPOLIS,MD,21401,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,50,95.4,
THE C REX WITHERSPOON SURGERY CENTER INC,26C0001090,1629105770,SPRINGFIELD,MO,65807,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE C REX WITHERSPOON SURGERY CENTER INC,26C0001090,1629105770,SPRINGFIELD,MO,65807,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LANIER EYE ASSOCIATES LLC DBA ADVANCED EYE SURGERY AND LASER CENTER,11C0001232,1629107545,GAINSVILLE,GA,30501,2021,N/A,5,98.8,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.75,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LANIER EYE ASSOCIATES LLC DBA ADVANCED EYE SURGERY AND LASER CENTER,11C0001232,1629107545,GAINSVILLE,GA,30501,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,42.9,
CHRIS TAYLOR COSMETICS PA DBA TAYLOR SURGICAL ARTS,04C0001078,1629108949,HARRISON,AR,72601,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CHRIS TAYLOR COSMETICS PA DBA TAYLOR SURGICAL ARTS,04C0001078,1629108949,HARRISON,AR,72601,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NEWNAN FOOT AND ANKLE SURGERY CENTER,11C0001303,1629113501,NEWNAN,GA,30265,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NEWNAN FOOT AND ANKLE SURGERY CENTER,11C0001303,1629113501,NEWNAN,GA,30265,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MIDWEST SURGERY CENTER,24C0001007,1629130521,WOODBURY,MN,55125,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.74,,0.34,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MIDWEST SURGERY CENTER,24C0001007,1629130521,WOODBURY,MN,55125,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENCINO OUTPATIENT SURGERY CENTER LLC,55C0001080,1629132360,ENCINO,CA,91436,2021,85.09,,N/A,5,1479,No Different Than the National Rate,9.6,7.1,12.6,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,85,No Different Than the National Rate,4.6,2.9,7.4,,,N/A,5
ENCINO OUTPATIENT SURGERY CENTER LLC,55C0001080,1629132360,ENCINO,CA,91436,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,65,97.9,
MADERA AMBULATORY ENDOSCOPY CENTER,05C0001271,1629135843,MADERA,CA,93637,2021,70.37,,N/A,5,274,No Different Than the National Rate,9.7,6.9,13.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MADERA AMBULATORY ENDOSCOPY CENTER,05C0001271,1629135843,MADERA,CA,93637,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,34,92.1,
ENDOSCOPY CENTER OF BUCKS COUNTY LP,39C0001230,1629142666,NEWTOWN,PA,18940,2021,92.06,,N/A,5,2066,No Different Than the National Rate,9.3,7.1,12.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF BUCKS COUNTY LP,39C0001230,1629142666,NEWTOWN,PA,18940,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,35,97.1,
IDAHO EYE CENTER PA,13C0001004,1629145685,IDAHO FALLS,ID,83404,2021,N/A,5,99.76,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.24,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
IDAHO EYE CENTER PA,13C0001004,1629145685,IDAHO FALLS,ID,83404,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,65.5,
IDAHO EYE CENTER POCATELLO,13C0001025,1629145685,POCATELLO,ID,83201,2021,N/A,5,99.76,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.24,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
IDAHO EYE CENTER POCATELLO,13C0001025,1629145685,POCATELLO,ID,83201,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,65.5,
IDAHO EYE CENTER REXBURG,13C0001066,1629145685,REXBURG,ID,83440,2021,N/A,5,99.76,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.24,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
IDAHO EYE CENTER REXBURG,13C0001066,1629145685,REXBURG,ID,83440,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,65.5,
ISLAND EYE SURGICENTER LLC,33C0001047,1629152053,CARLE PLACE,NY,11514,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.17,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ISLAND EYE SURGICENTER LLC,33C0001047,1629152053,CARLE PLACE,NY,11514,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WILLS SURGERY CENTER IN NORTHEAST PHILADELPHIA,39C0001044,1629153770,PHILADELPHIA,PA,19152,2021,100,,N/A,5,364,No Different Than the National Rate,11.1,8.1,15.5,,N/A,1,0.07,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WILLS SURGERY CENTER IN NORTHEAST PHILADELPHIA,39C0001044,1629153770,PHILADELPHIA,PA,19152,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,100,
AMBULATORY SURGICAL CENTER OF SOUTHERN NEVADA LLC,29C0001059,1629166624,LAS VEGAS,NV,89147,2021,95,,N/A,5,2096,No Different Than the National Rate,9.4,7.2,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMBULATORY SURGICAL CENTER OF SOUTHERN NEVADA LLC,29C0001059,1629166624,LAS VEGAS,NV,89147,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,94.9,
SAME DAY SURGERY CENTER OF CENTRAL JERSEY LLC,31C0001147,1629171228,EDISON,NJ,8837,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAME DAY SURGERY CENTER OF CENTRAL JERSEY LLC,31C0001147,1629171228,EDISON,NJ,8837,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,45,97.8,
CROWNE POINT ENDOSCOPY AND SURGERY CENTER,23C0001087,1629173075,FLINT,MI,48507,2021,76.25,,N/A,5,1304,No Different Than the National Rate,9.2,6.9,12.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CROWNE POINT ENDOSCOPY AND SURGERY CENTER,23C0001087,1629173075,FLINT,MI,48507,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,91.9,
SARATOGA SCHENECTADY ENDOSCOPY CENTER LLC,33C0001082,1629175062,BURNT HILLS,NY,12027,2021,92.4,,N/A,5,2390,No Different Than the National Rate,8.6,6.4,11.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SARATOGA SCHENECTADY ENDOSCOPY CENTER LLC,33C0001082,1629175062,BURNT HILLS,NY,12027,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,73,100,
QUINLAN EYE SURGERY AND LASER CENTER PA,17C0001053,1629177316,FORT SCOTT,KS,66701,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.4,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
QUINLAN EYE SURGERY AND LASER CENTER PA,17C0001053,1629177316,FORT SCOTT,KS,66701,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,7,N/A,1
JOURNEY LITE OF THE CENTRAL COAST LLC,05C0001752,1629179205,THOUSAND OAKS,CA,91361,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
JOURNEY LITE OF THE CENTRAL COAST LLC,05C0001752,1629179205,THOUSAND OAKS,CA,91361,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,1,N/A,1
CLAYTON CATARACTS AND LASER SURGERY CENTER,11C0001138,1629181136,MORROW,GA,30260,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.09,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CLAYTON CATARACTS AND LASER SURGERY CENTER,11C0001138,1629181136,MORROW,GA,30260,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,97.2,
CLINICAL ASSOCIATION AMBULATORY SURGICAL CENTER,21C0001063,1629202445,TOWSON,MD,21286,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CLINICAL ASSOCIATION AMBULATORY SURGICAL CENTER,21C0001063,1629202445,TOWSON,MD,21286,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,100,
GEORGIA UROLOGY DBA GA UROLOGY AMBULATORY SURGERY CENTER CONYERS,11C0001330,1629222815,CONYERS,GA,30012,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
GEORGIA UROLOGY DBA GA UROLOGY AMBULATORY SURGERY CENTER CONYERS,11C0001330,1629222815,CONYERS,GA,30012,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PASADENA ADVANCED SURGERY INSTITUTE,05C0001525,1629231782,PASADENA,CA,91105,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.26,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
